"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,78,1.80666666666667,1.80666666666667,0,0,0,0,0
2009,2,128,1.6975,1.6975,0,0,0,0,0
2009,3,127,1.6175,1.6175,0,0,0,0,0
2009,4,127,1.8,1.8,0,0,0,0,0
2009,5,141,1.615,1.84,-0.225,-0.122282608695652,1,0,3
2009,6,104,1.6525,1.8275,-0.175,-0.0951086956521739,0,0,3
2009,7,143,1.798,1.798,0,0,0,0,0
2009,8,115,1.6,1.5925,0.00750000000000001,0.00471698113207548,1,0,0
2009,9,139,1.682,1.682,0,0,0,0,0
2009,10,119,1.8175,1.8175,0,0,0,0,0
2009,11,120,1.7975,1.7975,0,0,0,0,0
2009,12,99,1.802,1.802,0,0,0,0,0
2010,1,100,1.825,1.825,0,0,0,0,0
2010,2,110,1.64,1.8,-0.16,-0.0888888888888889,0,0,3
2010,3,124,1.718,1.798,-0.08,-0.0444444444444444,0,0,2
2010,4,104,1.805,1.805,0,0,0,0,0
2010,5,115,1.7925,1.7925,0,0,0,0,0
2010,6,120,1.848,1.848,0,0,0,0,0
2010,7,83,1.8275,1.8275,0,0,0,0,0
2010,8,84,1.8325,1.8325,0,0,0,0,0
2010,9,102,1.696,1.826,-0.13,-0.0710382513661202,0,0,3
2010,10,73,1.6275,1.6125,0.015,0.00943396226415092,1,0,0
2010,11,90,1.6325,1.6325,0,0,0,0,0
2010,12,106,1.616,1.622,-0.00599999999999992,-0.00368098159509197,3,0,0
2011,1,81,1.6175,1.6175,0,0,0,0,0
2011,2,61,1.7575,1.7575,0,0,0,0,0
2011,3,93,1.678,1.84,-0.162,-0.0880434782608696,2,0,2
2011,4,73,1.84,1.84,0,0,0,0,0
2011,5,62,1.8025,1.8025,0,0,0,0,0
2011,6,81,1.816,1.816,0,0,0,0,0
2011,7,83,1.7225,1.765,-0.0425,-0.0237430167597765,1,0,0
2011,8,97,1.644,1.644,0,0,0,0,0
2011,9,78,1.7425,1.7425,0,0,0,0,0
2011,10,97,1.595,1.5925,0.0025,0.00158227848101266,1,0,0
2011,11,110,1.794,1.794,0,0,0,0,0
2011,12,75,1.6575,1.82,-0.1625,-0.0892857142857143,0,0,3
2012,1,12,1.66,1.66,0,0,0,0,0
