"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,367,1.38,1.38,0,0,0,0,0
2009,2,416,1.46,1.46,0,0,0,0,0
2009,3,452,1.4725,1.47,0.0025,0.00170068027210884,0,2,0
2009,4,588,1.49,1.474,0.016,0.0108843537414966,0,4,0
2009,5,388,1.4925,1.4975,-0.005,-0.00333333333333334,0,2,0
2009,6,381,1.5775,1.53,0.0475,0.0320945945945946,0,1,0
2009,7,462,1.416,1.688,-0.272,-0.16094674556213,0,1,3
2009,8,449,1.4225,1.69,-0.2675,-0.158284023668639,0,1,3
2009,9,652,1.458,1.456,0.002,0.00135135135135135,0,1,0
2009,10,448,1.475,1.475,0,0,0,0,0
2009,11,414,1.48,1.48,0,0,0,0,0
2009,12,570,1.284,1.49,-0.206,-0.138255033557047,0,0,4
2010,1,514,1.2425,1.49,-0.2475,-0.166107382550336,2,2,1
2010,2,529,1.425,1.49,-0.065,-0.0436241610738255,0,3,0
2010,3,483,1.47,1.46,0.01,0.00689655172413794,0,2,0
2010,4,419,1.4775,1.4725,0.005,0.00340136054421769,0,3,0
2010,5,442,1.485,1.485,0,0,0,2,0
2010,6,470,1.48,1.48,0,0,0,0,0
2010,7,353,1.485,1.485,0,0,0,0,0
2010,8,347,1.48,1.48,0,0,0,0,0
2010,9,518,1.462,1.462,0,0,0,0,0
2010,10,441,1.4775,1.4775,0,0,0,0,0
2010,11,422,1.47,1.47,0,0,0,0,0
2010,12,606,1.52,1.52,0,0,0,0,0
2011,1,370,1.5075,1.5075,0,0,0,0,0
2011,2,449,1.51,1.51,0,0,0,0,0
2011,3,464,1.526,1.526,0,0,0,0,0
2011,4,395,1.525,1.525,0,0,0,0,0
2011,5,462,1.5325,1.5325,0,0,0,0,0
2011,6,568,1.53,1.53,0,0,0,0,0
2011,7,407,1.5325,1.5325,0,0,0,0,0
2011,8,624,1.55,1.55,0,0,0,0,0
2011,9,576,1.535,1.535,0,0,0,0,0
2011,10,518,1.5725,1.5725,0,0,0,0,0
2011,11,579,1.614,1.612,0.002,0.00124223602484472,0,1,0
2011,12,554,1.6125,1.6125,0,0,0,0,0
2012,1,124,1.62,1.62,0,0,0,0,0
