"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,177,3.17333333333333,3.17333333333333,0,0,0,0,0
2009,2,1281,2.03,3.19,-1.16,-0.363636363636364,2,3,0
2009,3,344,2.7175,3.1075,-0.39,-0.122257053291536,0,0,1
2009,4,312,3.1,3.1,0,0,0,0,0
2009,5,471,2.66,2.92,-0.26,-0.0855263157894737,1,1,0
2009,6,248,3.075,3.075,0,0,0,0,0
2009,7,289,3.13,3.13,0,0,0,0,0
2009,8,300,3.0025,3.1325,-0.13,-0.0407523510971787,0,0,1
2009,9,631,2.77,3.034,-0.264,-0.0859934853420195,1,1,0
2009,10,236,3.175,3.175,0,0,0,0,0
2009,11,558,2.83,3.0475,-0.2175,-0.0725,1,1,1
2009,12,384,2.722,2.722,0,0,0,0,0
2010,1,370,2.7475,2.7475,0,0,0,0,0
2010,2,383,2.665,2.745,-0.08,-0.0289855072463768,0,0,1
2010,3,317,2.688,2.688,0,0,0,0,0
2010,4,374,2.745,2.745,0,0,0,0,0
2010,5,377,2.7325,2.7325,0,0,0,0,0
2010,6,366,2.684,2.684,0,0,0,0,0
2010,7,296,2.7075,2.7075,0,0,0,0,0
2010,8,325,2.4975,2.4975,0,0,0,0,0
2010,9,528,2.226,2.428,-0.202,-0.0821138211382114,1,2,0
2010,10,362,2.615,2.57,0.045,0.0182926829268293,0,1,0
2010,11,371,2.62,2.645,-0.025,-0.01,1,0,0
2010,12,793,2.166,2.51,-0.344,-0.137051792828685,2,3,1
2011,1,398,2.5225,2.5225,0,0,0,0,0
2011,2,432,2.5025,2.5025,0,0,0,0,0
2011,3,391,2.576,2.576,0,0,0,0,0
2011,4,477,2.57,2.61,-0.04,-0.0152671755725191,2,0,0
2011,5,389,2.5275,2.5275,0,0,0,0,0
2011,6,461,2.556,2.556,0,0,0,0,0
2011,7,268,2.6075,2.6075,0,0,0,0,0
2011,8,679,2.508,2.574,-0.066,-0.0246268656716418,1,1,1
2011,9,291,2.595,2.595,0,0,0,0,0
2011,10,218,2.68,2.68,0,0,0,0,0
2011,11,784,2.572,2.626,-0.0539999999999999,-0.0206896551724138,2,2,0
2011,12,471,2.2825,2.58,-0.2975,-0.11531007751938,2,2,0
2012,1,219,1.98,2.58,-0.6,-0.232558139534884,0,1,0
