"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,87,3.19,3.19,0,0,0,0,0
2009,2,628,2.0275,3.19,-1.1625,-0.364420062695925,2,3,0
2009,3,219,2.15,3.1575,-1.0075,-0.315830721003135,0,3,0
2009,4,174,3.146,3.146,0,0,0,0,0
2009,5,174,2.6825,3.13,-0.4475,-0.140282131661442,1,0,1
2009,6,142,2.9925,2.9925,0,0,0,0,0
2009,7,163,3.108,3.108,0,0,0,0,0
2009,8,186,3.035,3.1225,-0.0875,-0.0274294670846395,0,0,1
2009,9,309,2.834,3.078,-0.244,-0.0816053511705686,1,1,0
2009,10,101,3.1175,3.1175,0,0,0,0,0
2009,11,241,2.895,3.19,-0.295,-0.0924764890282131,1,0,1
2009,12,202,2.742,3.19,-0.448,-0.140438871473354,0,0,5
2010,1,199,2.7625,2.7625,0,0,0,0,0
2010,2,193,2.6925,2.6925,0,0,0,0,0
2010,3,139,2.702,2.702,0,0,0,0,0
2010,4,185,2.765,2.765,0,0,0,0,0
2010,5,155,2.665,2.665,0,0,0,0,0
2010,6,161,2.718,2.718,0,0,0,0,0
2010,7,139,2.7075,2.7075,0,0,0,0,0
2010,8,165,2.47,2.6625,-0.1925,-0.0705128205128205,0,0,2
2010,9,258,2.34,2.434,-0.094,-0.0382113821138211,1,1,0
2010,10,160,2.6275,2.6275,0,0,0,0,0
2010,11,131,2.6025,2.6025,0,0,1,0,0
2010,12,327,2.218,2.72,-0.502,-0.184558823529412,2,4,0
2011,1,174,2.5025,2.5025,0,0,0,0,0
2011,2,155,2.54,2.54,0,0,0,0,0
2011,3,192,2.536,2.536,0,0,0,0,0
2011,4,195,2.61,2.57,0.04,0.0156862745098039,2,2,0
2011,5,167,2.5225,2.5225,0,0,0,0,0
2011,6,228,2.556,2.556,0,0,0,0,0
2011,7,153,2.64,2.64,0,0,0,0,0
2011,8,349,2.588,2.588,0,0,1,1,0
2011,9,140,2.64,2.64,0,0,0,0,0
2011,10,108,2.665,2.665,0,0,0,0,0
2011,11,332,2.512,2.474,0.0380000000000001,0.0161016949152543,2,2,0
2011,12,244,2.3175,2.605,-0.2875,-0.111434108527132,2,2,0
2012,1,81,1.98,2.58,-0.6,-0.232558139534884,0,1,0
