"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,112,2.76666666666667,2.86666666666667,-0.0999999999999999,-0.0354609929078014,2,0,0
2009,2,46,2.99,2.99,0,0,0,0,0
2009,3,193,2.74,2.99,-0.25,-0.0836120401337793,2,1,0
2009,4,68,2.874,2.99,-0.116,-0.0387959866220736,0,2,0
2009,5,88,2.6775,2.99,-0.3125,-0.104515050167224,0,0,1
2009,6,165,2.7475,2.99,-0.2425,-0.0811036789297659,2,2,0
2009,7,83,2.99,2.99,0,0,0,0,0
2009,8,271,2.835,2.955,-0.12,-0.0401337792642141,1,1,0
2009,9,78,3.186,3.186,0,0,0,0,0
2009,10,57,3.19,3.19,0,0,0,0,0
2009,11,98,3.0175,3.19,-0.1725,-0.0540752351097179,1,0,0
2009,12,333,2.27,3.19,-0.92,-0.288401253918495,2,1,3
2010,1,64,3.19,3.19,0,0,0,0,0
2010,2,58,3.19,3.19,0,0,0,0,0
2010,3,270,3.05,3.19,-0.14,-0.0438871473354232,1,1,0
2010,4,244,2.865,3.145,-0.28,-0.0903225806451613,1,1,0
2010,5,556,2.28,3.1225,-0.8425,-0.271774193548387,3,2,0
2010,6,131,2.916,3.19,-0.274,-0.0858934169278997,0,1,1
2010,7,45,3.19,3.19,0,0,0,0,0
2010,8,33,3.2775,3.2775,0,0,0,0,0
2010,9,41,3.31,3.31,0,0,0,0,0
2010,10,207,2.615,3.2775,-0.6625,-0.200151057401813,2,2,0
2010,11,53,3.31,3.31,0,0,0,0,0
2010,12,55,3.258,3.258,0,0,0,0,0
2011,1,60,3.31,3.31,0,0,0,0,0
2011,2,248,2.865,3.2725,-0.4075,-0.123111782477341,2,1,0
2011,3,167,3.188,3.31,-0.122,-0.0368580060422961,1,1,0
2011,4,36,3.255,3.255,0,0,0,0,0
2011,5,491,1.98,3.18,-1.2,-0.377358490566038,3,4,0
2011,6,84,3.102,3.288,-0.186,-0.0561933534743203,0,0,2
2011,7,137,2.655,3.31,-0.655,-0.197885196374622,2,1,0
2011,8,60,3.288,3.288,0,0,0,0,0
2011,9,46,3.36,3.36,0,0,0,0,0
2011,10,49,3.3525,3.3525,0,0,0,0,0
2011,11,61,3.28,3.38,-0.1,-0.029585798816568,1,1,0
2011,12,195,2.6925,3.38,-0.6875,-0.203402366863905,2,0,0
2012,1,20,3.38,3.38,0,0,0,0,0
