"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,67,2.99,2.99,0,0,0,0,0
2009,2,90,2.7475,2.955,-0.2075,-0.0693979933110368,0,0,2
2009,3,81,2.6875,2.6875,0,0,0,0,0
2009,4,77,2.962,2.962,0,0,0,0,0
2009,5,187,2.5125,2.9325,-0.42,-0.140468227424749,1,1,1
2009,6,203,2.67,2.865,-0.195,-0.0677083333333333,2,2,0
2009,7,83,2.952,2.952,0,0,0,0,0
2009,8,256,2.74,2.8,-0.0599999999999999,-0.021978021978022,1,0,0
2009,9,67,3.07,3.128,-0.058,-0.0183544303797468,0,1,0
2009,10,74,3.1025,3.1025,0,0,0,0,0
2009,11,133,2.8375,3.19,-0.3525,-0.110501567398119,1,0,1
2009,12,420,2.21,3.19,-0.98,-0.307210031347962,2,1,3
2010,1,65,3.115,3.115,0,0,0,0,0
2010,2,69,2.8025,3.1575,-0.355,-0.11128526645768,0,0,2
2010,3,286,3.02,3.104,-0.084,-0.0273864809081527,1,2,0
2010,4,277,2.7925,3.0475,-0.255,-0.0852842809364549,1,0,0
2010,5,664,2.2825,3.04,-0.7575,-0.253344481605351,3,3,0
2010,6,201,2.662,3.038,-0.376,-0.125333333333333,0,2,1
2010,7,235,2.825,3.09,-0.265,-0.0868852459016393,1,1,0
2010,8,60,3.1775,3.1775,0,0,0,0,0
2010,9,71,3.268,3.268,0,0,0,0,0
2010,10,55,3.31,3.31,0,0,0,0,0
2010,11,45,3.185,3.185,0,0,0,0,0
2010,12,73,3.25,3.25,0,0,0,0,0
2011,1,70,3.25,3.25,0,0,0,0,0
2011,2,169,2.8875,3.31,-0.4225,-0.127643504531722,1,2,0
2011,3,155,3.122,3.31,-0.188,-0.056797583081571,0,2,0
2011,4,52,3.3875,3.3875,0,0,0,0,0
2011,5,70,3.3575,3.3575,0,0,0,0,0
2011,6,253,2.988,3.364,-0.376,-0.110914454277286,2,2,0
2011,7,89,3.375,3.375,0,0,0,0,0
2011,8,125,3.304,3.304,0,0,0,0,0
2011,9,100,3.39,3.39,0,0,0,0,0
2011,10,112,3.39,3.39,0,0,0,0,0
2011,11,142,3.22,3.32,-0.1,-0.0294985250737463,1,0,0
2011,12,453,2.695,3.315,-0.62,-0.191358024691358,2,1,0
2012,1,37,3.39,3.39,0,0,0,0,0
