"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,89,1.95333333333333,2.23,-0.276666666666667,-0.12406576980568,0,0,3
2009,2,88,2.165,2.2375,-0.0725,-0.0325112107623318,0,0,1
2009,3,112,2.285,2.285,0,0,0,0,0
2009,4,159,1.952,1.952,0,0,0,0,0
2009,5,106,2.1,2.1,0,0,0,0,0
2009,6,84,2.315,2.315,0,0,0,0,0
2009,7,126,2.33,2.33,0,0,0,0,0
2009,8,133,2.2425,2.2425,0,0,0,0,0
2009,9,149,2.312,2.312,0,0,0,0,0
2009,10,108,2.2775,2.2775,0,0,0,0,0
2009,11,117,2.2925,2.2925,0,0,0,0,0
2009,12,105,2.02,2.29,-0.27,-0.117903930131004,1,0,3
2010,1,176,1.955,2.205,-0.25,-0.109170305676856,0,0,3
2010,2,108,2.32,2.32,0,0,0,0,0
2010,3,144,2.276,2.276,0,0,0,0,0
2010,4,123,2.3,2.3,0,0,0,0,0
2010,5,131,2.2025,2.29,-0.0875,-0.0385462555066079,1,0,0
2010,6,148,1.972,2.268,-0.296,-0.130396475770925,0,0,4
2010,7,96,2.32,2.32,0,0,0,0,0
2010,8,123,2.1725,2.27,-0.0975,-0.0427631578947368,1,1,0
2010,9,198,1.994,2.256,-0.262,-0.115418502202643,0,0,4
2010,10,166,1.935,2.2,-0.265,-0.120454545454546,1,0,3
2010,11,113,1.925,2.135,-0.21,-0.0954545454545455,0,0,3
2010,12,172,1.866,1.93,-0.064,-0.0329896907216495,3,0,0
2011,1,157,1.8925,1.8925,0,0,0,0,0
2011,2,131,1.91,1.91,0,0,0,0,0
2011,3,191,1.896,1.896,0,0,0,0,0
2011,4,134,1.905,1.905,0,0,0,0,0
2011,5,163,1.88,1.8925,-0.0125,-0.00668449197860963,1,0,0
2011,6,197,1.808,1.858,-0.05,-0.0267379679144385,0,0,1
2011,7,165,1.87,1.87,0,0,0,0,0
2011,8,206,1.76,1.826,-0.066,-0.0351063829787234,0,0,1
2011,9,136,2.08,2.08,0,0,0,0,0
2011,10,147,2.085,2.085,0,0,0,0,0
2011,11,193,1.87,1.966,-0.096,-0.0484848484848485,0,0,2
2011,12,131,2.1575,2.1575,0,0,0,0,0
2012,1,20,2.11,2.11,0,0,0,0,0
