"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,36,2.49,2.49,0,0,0,0,0
2009,2,39,2.49,2.49,0,0,0,0,0
2009,3,54,2.49,2.49,0,0,0,0,0
2009,4,312,2.116,2.49,-0.374,-0.150200803212851,0,4,0
2009,5,55,2.4775,2.49,-0.0125000000000001,-0.00502008032128517,0,1,0
2009,6,48,2.49,2.49,0,0,0,0,0
2009,7,99,2.078,2.49,-0.412,-0.165461847389558,0,2,1
2009,8,65,2.49,2.49,0,0,0,0,0
2009,9,91,2.49,2.49,0,0,0,0,0
2009,10,90,1.8125,2.49,-0.6775,-0.272088353413655,0,0,4
2009,11,81,2.365,2.49,-0.125,-0.0502008032128514,0,0,1
2009,12,144,2.304,2.49,-0.186,-0.0746987951807229,0,0,2
2010,1,80,2.31,2.31,0,0,0,0,0
2010,2,123,2.355,2.43,-0.0750000000000001,-0.0301204819277109,0,1,0
2010,3,140,2.312,2.49,-0.178,-0.0714859437751004,0,5,0
2010,4,55,2.3525,2.49,-0.1375,-0.0552208835341366,0,3,0
2010,5,44,2.49,2.49,0,0,0,0,0
2010,6,81,2.43,2.49,-0.0600000000000001,-0.0240963855421687,0,1,0
2010,7,85,2.265,2.49,-0.225,-0.0903614457831326,0,3,0
2010,8,72,2.34,2.49,-0.15,-0.0602409638554217,0,2,0
2010,9,55,2.49,2.49,0,0,0,0,0
2010,10,48,2.49,2.49,0,0,0,0,0
2010,11,47,2.49,2.49,0,0,0,0,0
2010,12,109,2.296,2.372,-0.0760000000000002,-0.0305220883534137,0,2,0
2011,1,40,2.44,2.44,0,0,0,0,0
2011,2,55,2.49,2.49,0,0,0,0,0
2011,3,49,2.482,2.49,-0.00800000000000001,-0.00321285140562249,0,4,0
2011,4,76,2.24,2.49,-0.25,-0.100401606425703,0,3,0
2011,5,37,2.49,2.49,0,0,0,0,0
2011,6,100,2.298,2.49,-0.192,-0.0771084337349398,0,0,2
2011,7,53,2.33,2.455,-0.125,-0.0502008032128514,0,0,1
2011,8,66,2.49,2.49,0,0,0,0,0
2011,9,50,2.49,2.49,0,0,0,0,0
2011,10,112,1.8825,2.49,-0.6075,-0.243975903614458,0,3,0
2011,11,77,2.37,2.37,0,0,0,1,0
2011,12,77,2.295,2.295,0,0,0,0,0
2012,1,14,2.29,2.29,0,0,0,0,0
