"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,66,1.96,2.31,-0.35,-0.151515151515152,0,0,3
2009,2,86,2.185,2.27,-0.085,-0.0367965367965368,0,0,1
2009,3,71,2.3225,2.3225,0,0,0,0,0
2009,4,136,1.944,2.24,-0.296,-0.132142857142857,0,0,5
2009,5,86,2.0725,2.14,-0.0675000000000001,-0.0301339285714286,0,0,1
2009,6,83,2.3275,2.3275,0,0,0,0,0
2009,7,99,2.332,2.332,0,0,0,0,0
2009,8,80,2.26,2.26,0,0,0,0,0
2009,9,104,2.344,2.344,0,0,0,0,0
2009,10,106,2.34,2.34,0,0,0,0,0
2009,11,106,2.32,2.32,0,0,0,0,0
2009,12,93,2.022,2.35,-0.328,-0.139574468085106,1,0,3
2010,1,132,1.96,2.255,-0.295,-0.125531914893617,0,0,3
2010,2,107,2.3225,2.3225,0,0,0,0,0
2010,3,137,2.306,2.306,0,0,0,0,0
2010,4,89,2.2975,2.2975,0,0,0,0,0
2010,5,96,2.215,2.2875,-0.0725000000000001,-0.0323660714285715,1,0,0
2010,6,143,2.034,2.26,-0.226,-0.100892857142857,0,0,4
2010,7,90,2.2775,2.2775,0,0,0,0,0
2010,8,119,2.2275,2.3375,-0.11,-0.0464135021097047,1,0,0
2010,9,159,1.98,2.284,-0.304,-0.131601731601732,0,0,4
2010,10,155,1.96,2.0275,-0.0675000000000001,-0.0314266518394959,1,0,1
2010,11,127,1.93,1.93,0,0,0,0,0
2010,12,156,1.93,1.912,0.018,0.00942408376963352,3,0,0
2011,1,126,1.92,1.92,0,0,0,0,0
2011,2,112,1.8875,1.8875,0,0,0,0,0
2011,3,162,1.892,1.892,0,0,0,0,0
2011,4,176,1.925,1.925,0,0,0,0,0
2011,5,180,1.89,1.9175,-0.0275,-0.0141752577319587,1,0,0
2011,6,217,1.848,1.848,0,0,0,0,0
2011,7,186,1.9175,1.9175,0,0,0,0,0
2011,8,173,1.902,1.902,0,0,0,0,0
2011,9,164,2.1625,2.1625,0,0,0,0,0
2011,10,168,2.0975,2.0975,0,0,0,0,0
2011,11,199,1.982,1.982,0,0,0,0,0
2011,12,116,2.1575,2.1575,0,0,0,0,0
2012,1,23,2.17,2.17,0,0,0,0,0
