"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,37,6.1,6.29333333333333,-0.193333333333333,-0.0307366189719131,2,0,0
2009,2,48,6.3575,6.3575,0,0,0,0,0
2009,3,36,6.08,6.08,0,0,0,0,0
2009,4,66,6.15,6.35,-0.2,-0.0333889816360601,2,0,0
2009,5,46,6.19,6.59,-0.4,-0.0606980273141123,1,0,0
2009,6,41,6.1825,6.5575,-0.375,-0.0569044006069803,0,1,0
2009,7,83,5.92,6.56,-0.64,-0.0971168437025796,0,3,0
2009,8,51,6.5325,6.5325,0,0,0,1,0
2009,9,103,5.742,6.59,-0.848,-0.128679817905918,2,2,0
2009,10,73,5.53,6.59,-1.06,-0.160849772382398,0,2,0
2009,11,53,6.08,6.59,-0.51,-0.0773899848254932,1,1,0
2009,12,64,6.37,6.59,-0.22,-0.0333839150227618,1,0,0
2010,1,63,6.19,6.59,-0.4,-0.0606980273141123,0,0,1
2010,2,60,6.59,6.59,0,0,0,0,0
2010,3,146,4.942,6.59,-1.648,-0.250075872534143,3,3,0
2010,4,47,6.59,6.59,0,0,0,0,0
2010,5,44,6.59,6.59,0,0,0,0,0
2010,6,110,5.95,6.59,-0.64,-0.0971168437025796,2,2,0
2010,7,51,6.135,6.59,-0.455,-0.0690440060698027,1,1,0
2010,8,69,5.865,6.59,-0.725,-0.110015174506829,2,1,0
2010,9,79,5.024,6.59,-1.566,-0.23763277693475,1,1,3
2010,10,91,5.2075,6.59,-1.3825,-0.209787556904401,2,1,1
2010,11,31,6.3175,6.59,-0.2725,-0.041350531107739,1,0,0
2010,12,47,6.372,6.59,-0.218,-0.0330804248861912,1,0,0
2011,1,34,6.59,6.59,0,0,0,0,0
2011,2,75,5.805,6.59,-0.785,-0.119119878603945,1,2,0
2011,3,104,5.134,6.59,-1.456,-0.220940819423369,4,3,0
2011,4,30,6.2325,6.6225,-0.39,-0.0591805766312595,1,0,0
2011,5,43,5.645,6.7725,-1.1275,-0.166712690230731,1,1,2
2011,6,70,5.27,6.79,-1.52,-0.223858615611193,2,1,3
2011,7,73,5.23,6.465,-1.235,-0.181885125184094,2,1,1
2011,8,70,5.49,5.49,0,0,2,2,0
2011,9,71,5.4125,5.49,-0.0775000000000001,-0.0141165755919854,2,1,0
2011,10,35,5.275,5.275,0,0,0,0,0
2011,11,42,5.27,5.27,0,0,2,0,0
2011,12,35,5.27,5.27,0,0,0,0,0
2012,1,16,5.02,5.27,-0.25,-0.047438330170778,1,0,0
