"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,73,2.96,2.96,0,0,0,0,0
2009,2,68,2.4525,2.96,-0.5075,-0.171452702702703,0,0,3
2009,3,63,2.9175,2.9175,0,0,0,0,0
2009,4,85,2.96,2.96,0,0,0,0,0
2009,5,280,2.515,2.96,-0.445,-0.150337837837838,1,2,1
2009,6,289,2.645,2.79,-0.145,-0.0525362318840579,2,2,0
2009,7,98,2.852,2.852,0,0,0,0,0
2009,8,245,2.26,2.825,-0.565,-0.196180555555556,2,1,1
2009,9,74,2.752,2.836,-0.084,-0.031578947368421,0,0,1
2009,10,50,3.035,3.035,0,0,0,0,0
2009,11,52,2.635,3.19,-0.555,-0.17398119122257,1,1,2
2009,12,158,2.772,3.19,-0.418,-0.131034482758621,1,0,1
2010,1,50,2.99,2.99,0,0,0,0,0
2010,2,64,2.895,2.895,0,0,0,0,0
2010,3,120,2.714,2.95,-0.236,-0.0803203030412007,1,1,2
2010,4,172,2.735,2.99,-0.255,-0.0852842809364549,1,1,0
2010,5,442,2.215,2.99,-0.775,-0.259197324414716,1,3,0
2010,6,179,2.774,2.906,-0.132,-0.0463157894736843,1,1,0
2010,7,170,2.7525,2.99,-0.2375,-0.0794314381270903,1,1,0
2010,8,43,2.6175,2.99,-0.3725,-0.124581939799331,0,0,1
2010,9,28,3.07,3.07,0,0,0,0,0
2010,10,34,3.19,3.19,0,0,0,0,0
2010,11,29,3.135,3.2225,-0.0875,-0.0274294670846395,0,0,1
2010,12,49,3.188,3.32,-0.132,-0.0397590361445783,0,0,1
2011,1,49,3.275,3.275,0,0,0,0,0
2011,2,62,2.91,3.32,-0.41,-0.123493975903614,1,0,1
2011,3,52,3.098,3.262,-0.164,-0.0493975903614458,0,0,1
2011,4,30,3.28,3.28,0,0,0,0,0
2011,5,34,3.28,3.28,0,0,0,0,0
2011,6,141,2.92,3.208,-0.288,-0.0886153846153846,2,2,0
2011,7,80,3.28,3.28,0,0,0,0,0
2011,8,65,3.054,3.054,0,0,0,0,0
2011,9,78,3.28,3.28,0,0,0,0,0
2011,10,76,3.305,3.305,0,0,0,0,0
2011,11,97,3.156,3.332,-0.176,-0.0520710059171598,1,0,0
2011,12,389,2.6875,3.38,-0.6925,-0.204881656804734,2,1,0
2012,1,18,3.38,3.38,0,0,0,0,0
