"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,13,6.09,6.29,-0.2,-0.0317965023847377,2,0,0
2009,2,21,6.345,6.345,0,0,0,0,0
2009,3,23,6.0575,6.0575,0,0,0,0,0
2009,4,24,6.224,6.35,-0.126,-0.0210350584307179,2,0,0
2009,5,21,6.19,6.59,-0.4,-0.0606980273141123,1,1,0
2009,6,23,6.19,6.59,-0.4,-0.0606980273141123,1,1,0
2009,7,51,5.95,6.59,-0.64,-0.0971168437025796,2,0,0
2009,8,12,6.59,6.59,0,0,0,0,0
2009,9,41,5.792,6.59,-0.798,-0.121092564491654,2,2,0
2009,10,35,5.53,6.59,-1.06,-0.160849772382398,0,0,2
2009,11,24,6.04,6.59,-0.55,-0.0834597875569044,2,0,0
2009,12,19,6.37,6.59,-0.22,-0.0333839150227618,1,0,0
2010,1,39,6.19,6.59,-0.4,-0.0606980273141123,1,0,0
2010,2,21,6.59,6.59,0,0,0,0,0
2010,3,59,4.848,6.24,-1.392,-0.223076923076923,3,0,1
2010,4,20,6.59,6.59,0,0,0,0,0
2010,5,18,6.59,6.59,0,0,0,0,0
2010,6,27,5.95,6.59,-0.64,-0.0971168437025796,2,3,0
2010,7,30,6.135,6.59,-0.455,-0.0690440060698027,1,1,0
2010,8,30,5.79,6.59,-0.8,-0.121396054628225,2,2,0
2010,9,52,4.946,6.59,-1.644,-0.249468892261001,1,0,4
2010,10,47,5.1675,6.59,-1.4225,-0.215857359635812,2,2,1
2010,11,13,6.3175,6.59,-0.2725,-0.041350531107739,1,0,0
2010,12,22,6.518,6.59,-0.0719999999999999,-0.0109256449165402,1,0,0
2011,1,16,6.59,6.59,0,0,0,0,0
2011,2,47,5.79,6.59,-0.8,-0.121396054628225,1,1,0
2011,3,60,5.15,6.59,-1.44,-0.218512898330804,4,4,0
2011,4,31,6.1625,6.6225,-0.46,-0.0698027314112291,1,0,0
2011,5,32,5.7,6.72,-1.02,-0.151785714285714,1,2,1
2011,6,43,5.27,6.72,-1.45,-0.21577380952381,2,0,3
2011,7,37,5.315,6.72,-1.405,-0.209077380952381,2,0,2
2011,8,30,5.588,5.64,-0.052,-0.00921985815602836,2,2,0
2011,9,54,5.51,5.64,-0.13,-0.0230496453900709,2,0,0
2011,10,21,5.68,5.68,0,0,0,0,0
2011,11,35,5.688,5.8,-0.112,-0.0193103448275862,2,0,0
2011,12,25,5.8,5.8,0,0,0,0,0
2012,1,16,5,5.8,-0.8,-0.137931034482759,1,0,0
