"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,160,2.78,2.83,-0.0500000000000001,-0.0176678445229682,1,2,0
2009,2,139,2.0725,2.83,-0.7575,-0.267667844522968,0,0,4
2009,3,128,2.5,2.6525,-0.1525,-0.053886925795053,0,0,2
2009,4,151,2.838,2.906,-0.0680000000000001,-0.022742474916388,0,0,1
2009,5,190,2.355,2.99,-0.635,-0.212374581939799,1,0,2
2009,6,129,2.635,2.855,-0.22,-0.0735785953177258,0,0,2
2009,7,149,2.738,2.738,0,0,0,0,0
2009,8,192,2.195,2.99,-0.795,-0.265886287625418,1,1,3
2009,9,135,2.738,3.024,-0.286,-0.0935091080300029,0,0,3
2009,10,140,2.7625,2.8575,-0.095,-0.0350553505535055,1,0,0
2009,11,167,2.835,2.9575,-0.1225,-0.0425347222222222,1,1,0
2009,12,168,2.704,3.004,-0.3,-0.104166666666667,1,0,2
2010,1,118,2.795,3.085,-0.29,-0.0950819672131147,1,0,1
2010,2,118,2.2675,3.19,-0.9225,-0.289184952978056,0,0,3
2010,3,108,2.496,2.92,-0.424,-0.132915360501567,0,0,3
2010,4,84,2.8125,2.8125,0,0,0,0,0
2010,5,89,2.48,3.19,-0.71,-0.22257053291536,0,0,3
2010,6,92,2.968,2.968,0,0,0,0,0
2010,7,66,2.7425,2.955,-0.2125,-0.0747969747690782,0,0,2
2010,8,78,2.565,3.29,-0.725,-0.220364741641337,0,0,3
2010,9,62,2.992,3.192,-0.2,-0.0609575862357436,0,0,2
2010,10,58,2.6975,3.245,-0.5475,-0.16743119266055,0,0,3
2010,11,387,2.625,2.99,-0.365,-0.123346001873365,2,2,1
2010,12,109,2.816,3.386,-0.57,-0.168193076548025,1,1,3
2011,1,147,2.6175,3.5,-0.8825,-0.252142857142857,2,2,2
2011,2,80,2.94,3.26,-0.32,-0.0981595092024539,0,0,3
2011,3,97,2.978,3.046,-0.068,-0.0220779220779221,0,0,1
2011,4,185,2.9725,3.155,-0.1825,-0.0586816720257234,2,2,0
2011,5,101,2.365,3.29,-0.925,-0.281155015197568,0,0,3
2011,6,121,2.79,3.138,-0.348,-0.109511269837474,0,0,3
2011,7,276,2.775,3.14,-0.365,-0.119281045751634,2,2,0
2011,8,134,2.572,3.29,-0.718,-0.218237082066869,0,0,4
2011,9,98,3.0475,3.0475,0,0,0,0,0
2011,10,114,3.1125,3.1125,0,0,0,0,0
2011,11,258,2.508,3.19,-0.682,-0.213793103448276,2,0,2
2011,12,107,3.0525,3.185,-0.1325,-0.0415360501567398,0,1,1
2012,1,19,3.19,3.19,0,0,0,0,0
