"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,8,3.5,4.49,-0.99,-0.220489977728285,0,0,3
2009,2,2,4.49,4.49,0,0,0,2,0
2009,3,3,3.99,4.49,-0.5,-0.111358574610245,0,0,2
2009,4,4,4.32333333333333,4.49,-0.166666666666667,-0.0371195248700817,0,0,1
2009,5,1,4.49,4.49,0,0,0,0,0
2009,6,3,3.06,4.49,-1.43,-0.318485523385301,0,0,2
2009,7,11,3.04,4.196,-1.156,-0.257461024498886,0,0,4
2009,8,4,2.85,3,-0.15,-0.05,0,0,1
2009,9,10,3.06,3.06,0,0,0,0,0
2009,10,4,3.01,3.01,0,0,0,0,0
2009,11,6,3.01,3.01,0,0,0,0,0
2009,12,6,3.06,3.06,0,0,0,0,0
2010,1,7,3.06,3.06,0,0,0,0,0
2010,2,8,3.06,3.06,0,0,0,0,0
2010,3,12,3.002,3.002,0,0,0,0,0
2010,4,9,2.99,2.99,0,0,0,0,0
2010,5,3,2.99,2.99,0,0,0,0,0
2010,6,11,3.026,3.026,0,0,0,0,0
2010,7,3,3.09,3.09,0,0,0,0,0
2010,8,10,3.17,3.17,0,0,0,0,0
2010,9,7,3.17,3.17,0,0,0,0,0
2010,10,6,3.17,3.17,0,0,0,0,0
2010,11,4,3.17,3.17,0,0,0,0,0
2010,12,4,3.17,3.17,0,0,0,0,0
2011,1,10,2.92333333333333,2.92333333333333,0,0,0,0,0
2011,2,9,3.125,3.125,0,0,0,0,0
2011,3,10,3.09,3.17,-0.08,-0.0252365930599369,0,0,1
2011,4,7,3.17,3.17,0,0,0,0,0
2011,5,6,2.99,2.99,0,0,0,0,0
2011,6,14,3.03,3.03,0,0,0,0,0
2011,7,8,3.29,3.29,0,0,0,0,0
2011,8,11,3.192,3.258,-0.066,-0.0200607902735562,0,0,1
2011,9,6,2.955,2.955,0,0,0,0,0
2011,10,10,2.965,2.965,0,0,0,0,0
2011,11,7,2.9525,2.9525,0,0,0,0,0
2011,12,12,2.99,2.99,0,0,0,0,0
2012,1,2,2.99,2.99,0,0,0,0,0
