"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,158,3.29333333333333,3.3,-0.00666666666666652,-0.00202020202020198,1,1,0
2009,2,97,3.725,3.73,-0.005,-0.00151515151515152,0,1,0
2009,3,36,3.9175,3.9175,0,0,0,0,0
2009,4,133,3.54,3.962,-0.422,-0.106297229219144,1,0,2
2009,5,125,3.605,3.965,-0.36,-0.0906801007556675,2,0,0
2009,6,49,3.9225,3.9225,0,0,0,0,0
2009,7,76,3.944,3.944,0,0,0,0,0
2009,8,65,3.8375,3.9325,-0.095,-0.0243589743589744,1,0,0
2009,9,54,4.4675,4.585,-0.1175,-0.0301282051282051,0,1,0
2009,10,35,4.7475,4.7475,0,0,0,0,0
2009,11,22,4.8525,4.8525,0,0,0,0,0
2009,12,307,3.702,4.794,-1.092,-0.228930817610063,2,1,1
2010,1,289,3.435,4.8,-1.365,-0.286163522012579,1,3,0
2010,2,69,4.765,4.765,0,0,0,0,0
2010,3,26,4.67,4.67,0,0,0,0,0
2010,4,100,3.97,4.755,-0.785,-0.163883089770355,0,3,0
2010,5,52,4.6225,4.6225,0,0,0,0,0
2010,6,47,4.724,4.724,0,0,0,0,0
2010,7,42,4.2975,4.7125,-0.415,-0.0875527426160338,0,0,2
2010,8,52,3.925,4.74,-0.815,-0.171940928270042,0,0,4
2010,9,83,3.93,3.93,0,0,0,0,0
2010,10,82,3.2375,3.85,-0.6125,-0.159090909090909,0,0,4
2010,11,111,3.2975,3.575,-0.2775,-0.0720779220779221,0,0,2
2010,12,172,3.298,3.284,0.0140000000000001,0.00426829268292685,1,2,0
2011,1,159,4.0925,4.0875,0.005,0.00152439024390244,0,2,0
2011,2,141,4.27,5.2,-0.93,-0.179883945841393,1,1,0
2011,3,97,3.61,5.17,-1.56,-0.30174081237911,0,1,4
2011,4,66,3.9275,4.23,-0.3025,-0.0585106382978723,0,0,1
2011,5,66,4.365,4.805,-0.44,-0.0928059963163234,1,1,1
2011,6,116,3.844,5.22,-1.376,-0.26360153256705,1,1,4
2011,7,109,3.5725,5.22,-1.6475,-0.315613026819923,0,3,1
2011,8,65,3.99,3.99,0,0,0,0,0
2011,9,41,3.96,3.96,0,0,0,0,0
2011,10,63,3.9425,3.9425,0,0,0,0,0
2011,11,72,3.932,3.932,0,0,0,0,0
2011,12,54,3.95,3.95,0,0,0,0,0
2012,1,28,3.27,3.97,-0.7,-0.17632241813602,1,1,0
