"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,7,58,2.5,2.5,0,0,0,0,0
2009,8,151,2.37,2.4925,-0.1225,-0.049,1,0,0
2009,9,121,2.5,2.5,0,0,0,0,0
2009,10,166,2.5,2.5,0,0,1,1,0
2009,11,139,2.4825,2.4825,0,0,0,0,0
2009,12,142,2.4,2.5,-0.1,-0.04,2,0,0
2010,1,124,2.25,2.5,-0.25,-0.1,1,0,1
2010,2,112,2.4875,2.4875,0,0,0,0,0
2010,3,142,2.5,2.5,0,0,0,0,0
2010,4,174,2.4175,2.5,-0.0825,-0.033,1,1,0
2010,5,83,2.5,2.5,0,0,0,0,0
2010,6,420,2.102,2.5,-0.398,-0.1592,2,2,0
2010,7,348,2.0125,2.5,-0.4875,-0.195,0,2,0
2010,8,98,2.5,2.5,0,0,0,0,0
2010,9,197,2.4,2.5,-0.1,-0.04,1,1,0
2010,10,255,2.245,2.495,-0.25,-0.1,2,2,0
2010,11,118,2.4775,2.4775,0,0,0,0,0
2010,12,128,2.5,2.5,0,0,0,0,0
2011,1,119,2.5,2.5,0,0,0,0,0
2011,2,87,2.5,2.5,0,0,0,0,0
2011,3,55,2.882,2.882,0,0,0,0,0
2011,4,106,2.5,2.99,-0.49,-0.163879598662207,2,0,0
2011,5,19,2.99,2.99,0,0,0,0,0
2011,6,133,2.794,2.99,-0.196,-0.065551839464883,1,1,0
2011,7,45,2.99,2.99,0,0,0,0,0
2011,8,56,2.916,2.99,-0.074,-0.0247491638795987,0,0,1
2011,9,78,2.745,2.99,-0.245,-0.0819397993311037,1,2,0
2011,10,42,2.99,2.99,0,0,0,0,0
2011,11,65,2.938,2.938,0,0,0,0,0
2011,12,62,2.815,2.815,0,0,0,0,0
2012,1,24,2.25,2.71,-0.46,-0.169741697416974,0,0,1
