"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,52,1.82333333333333,2.00333333333333,-0.18,-0.0889183157997989,0,0,2
2009,2,84,1.7425,1.9625,-0.22,-0.110761421319797,0,0,2
2009,3,46,1.46,1.94,-0.48,-0.249734042553191,0,0,3
2009,9,28,1.64666666666667,1.65,-0.00333333333333326,-0.00202020202020198,0,2,0
2009,10,49,1.7225,1.68,0.0425,0.0257575757575758,0,2,1
2009,11,61,1.685,1.97,-0.285,-0.144670050761421,0,0,3
2009,12,95,1.782,2.39,-0.608,-0.254393305439331,0,0,4
2010,1,60,1.6375,2.02,-0.3825,-0.17130087485736,0,0,3
2010,2,64,1.99,2.115,-0.125,-0.0555555555555556,0,0,1
2010,3,55,1.75,2.25,-0.5,-0.222222222222222,0,0,5
2010,4,61,1.5275,1.79,-0.2625,-0.146648044692737,0,0,3
2010,5,61,2.0925,2.0925,0,0,0,0,0
2010,6,65,1.624,2.47,-0.846,-0.34251012145749,0,0,5
2010,7,52,1.585,1.855,-0.27,-0.121383879278616,0,0,2
2010,8,58,1.6575,1.6575,0,0,0,0,0
2010,9,88,1.86,2.13,-0.27,-0.131067961165049,0,0,4
2010,10,62,1.89,2.41,-0.52,-0.215767634854772,0,0,4
2010,11,41,1.7925,2.265,-0.4725,-0.202727432866202,0,0,3
2010,12,80,1.684,2.12,-0.436,-0.205660377358491,0,0,5
2011,1,52,1.53,1.6825,-0.1525,-0.0811170212765957,0,0,1
2011,2,55,1.83,2.06,-0.23,-0.122340425531915,0,0,2
2011,3,90,1.778,2.56,-0.782,-0.30546875,0,0,5
2011,4,81,1.83,1.93,-0.1,-0.0465116279069767,0,0,1
2011,5,79,1.7975,2.02,-0.2225,-0.112373737373737,0,0,2
2011,6,141,1.896,1.94,-0.0439999999999999,-0.0218905472636816,0,0,1
2011,7,98,1.7975,1.9525,-0.155,-0.0782336302836448,0,0,2
2011,8,113,1.874,2.128,-0.254,-0.119099909990999,0,0,3
2011,9,107,1.7475,2.0275,-0.28,-0.138211481246647,0,0,3
2011,10,97,1.795,2,-0.205,-0.102420971854346,0,0,3
2011,11,109,1.988,2.284,-0.296,-0.12436974789916,0,0,3
2011,12,77,1.8625,2.395,-0.5325,-0.223739495798319,0,0,3
2012,1,14,1.72,2.44,-0.72,-0.295081967213115,0,0,1
