"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,78,2.64666666666667,2.97,-0.323333333333333,-0.108866442199776,0,0,1
2009,2,66,2.97,2.97,0,0,0,0,0
2009,3,85,2.97,2.97,0,0,0,0,0
2009,4,233,2.776,2.97,-0.194,-0.0653198653198654,1,3,1
2009,5,100,2.8075,2.97,-0.1625,-0.0547138047138047,1,1,0
2009,6,92,2.785,2.955,-0.17,-0.0572390572390572,1,1,0
2009,7,90,2.862,2.916,-0.054,-0.0181818181818182,0,1,0
2009,8,206,2.7275,2.97,-0.2425,-0.0816498316498317,1,0,0
2009,9,232,2.388,2.97,-0.582,-0.195959595959596,1,1,2
2009,10,56,2.97,2.97,0,0,0,0,0
2009,11,197,2.725,2.955,-0.23,-0.0774410774410775,1,0,1
2009,12,224,2.536,2.966,-0.43,-0.144781144781145,2,1,0
2010,1,409,2.055,2.97,-0.915,-0.308080808080808,1,3,0
2010,2,83,2.9175,2.9175,0,0,0,1,0
2010,3,79,2.97,2.97,0,0,0,0,0
2010,4,49,2.97,2.97,0,0,0,0,0
2010,5,54,2.9475,2.9475,0,0,0,0,0
2010,6,67,2.97,2.97,0,0,0,0,0
2010,7,59,2.97,2.97,0,0,0,0,0
2010,8,386,2.59,3.12,-0.53,-0.168566397924196,1,1,0
2010,9,568,1.964,3.27,-1.306,-0.399388379204893,3,5,0
2010,10,37,4.09,4.09,0,0,0,0,0
2010,11,235,2.9375,3.99,-1.0525,-0.257334963325183,1,2,0
2010,12,160,3.252,4.09,-0.838,-0.204889975550122,0,2,0
2011,1,25,4.255,4.255,0,0,0,0,0
2011,2,212,2.95,4.42,-1.47,-0.332579185520362,1,2,1
2011,3,44,3.59,4.42,-0.83,-0.187782805429864,0,1,4
2011,4,201,2.6875,3.9525,-1.265,-0.286199095022624,2,1,0
2011,5,188,2.09,3.59,-1.5,-0.417827298050139,0,4,0
2011,6,87,2.85,3.59,-0.74,-0.206128133704735,0,0,5
2011,7,27,2.85666666666667,3.32333333333333,-0.466666666666667,-0.141633412212607,0,0,2
2011,8,6,1.99,3.19,-1.2,-0.376175548589342,0,0,1
2011,9,3,1.99,3.19,-1.2,-0.376175548589342,1,0,0
