"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,7,29,2.5,2.5,0,0,0,0,0
2009,8,86,2.3775,2.5,-0.1225,-0.049,1,1,0
2009,9,72,2.5,2.5,0,0,0,0,0
2009,10,83,2.5,2.5,0,0,1,1,0
2009,11,53,2.5,2.5,0,0,0,0,0
2009,12,83,2.388,2.5,-0.112,-0.0448,2,1,0
2010,1,62,2.2525,2.5,-0.2475,-0.099,1,1,1
2010,2,46,2.5,2.5,0,0,0,0,0
2010,3,73,2.5,2.5,0,0,0,0,0
2010,4,83,2.325,2.5,-0.175,-0.07,1,1,0
2010,5,57,2.5,2.5,0,0,0,0,0
2010,6,182,2.102,2.5,-0.398,-0.1592,2,2,0
2010,7,178,1.99,2.49,-0.5,-0.2,0,2,0
2010,8,45,2.5,2.5,0,0,0,0,0
2010,9,105,2.396,2.5,-0.104,-0.0416,1,1,0
2010,10,94,2.245,2.5,-0.255,-0.102,2,2,0
2010,11,59,2.4725,2.4725,0,0,0,0,0
2010,12,65,2.5,2.5,0,0,0,0,0
2011,1,43,2.5,2.5,0,0,0,0,0
2011,2,68,2.46,2.46,0,0,0,0,0
2011,3,45,2.892,2.892,0,0,0,0,0
2011,4,70,2.495,2.99,-0.495,-0.165551839464883,2,0,0
2011,5,34,2.8825,2.99,-0.1075,-0.0359531772575251,0,0,1
2011,6,74,2.792,2.99,-0.198,-0.0662207357859532,1,1,0
2011,7,37,2.99,2.99,0,0,0,0,0
2011,8,47,2.896,2.956,-0.0600000000000001,-0.020066889632107,0,0,1
2011,9,48,2.745,2.975,-0.23,-0.076923076923077,1,0,1
2011,10,40,2.99,2.99,0,0,0,0,0
2011,11,48,2.884,2.884,0,0,0,0,0
2011,12,37,2.85,2.85,0,0,0,0,0
2012,1,13,2.25,2.85,-0.6,-0.210526315789474,0,0,1
