"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,44,3.49,4.99,-1.5,-0.30060120240481,0,0,3
2009,2,25,4.615,4.99,-0.375,-0.0751503006012024,0,0,1
2009,3,23,4.99,4.99,0,0,0,0,0
2009,4,18,4.99,4.99,0,0,0,0,0
2009,5,13,4.49,4.99,-0.5,-0.100200400801603,0,1,3
2009,6,11,4.99,4.99,0,0,0,0,0
2009,7,23,4.79,4.99,-0.2,-0.0400801603206413,0,0,1
2009,8,17,4.24,4.99,-0.75,-0.150300601202405,0,0,3
2009,9,13,4.99,4.99,0,0,0,0,0
2009,10,19,4.99,4.99,0,0,0,0,0
2009,11,10,4.7825,4.7825,0,0,0,0,0
2009,12,11,4.79,4.79,0,0,0,0,0
2010,1,12,4.615,4.99,-0.375,-0.0751503006012024,0,0,3
2010,2,18,4.9075,4.9075,0,0,0,0,0
2010,3,23,4.99,4.99,0,0,0,0,0
2010,4,9,4.94,4.94,0,0,0,0,0
2010,5,18,4.84,4.84,0,0,0,0,0
2010,6,15,4.99,4.99,0,0,0,0,0
2010,7,10,4.99,4.99,0,0,0,0,0
2010,8,16,4.99,4.99,0,0,0,0,0
2010,9,11,4.87,4.87,0,0,0,0,0
2010,10,21,4.84,4.84,0,0,0,0,0
2010,11,13,4.99,4.99,0,0,0,0,0
2010,12,15,4.99,4.99,0,0,0,0,0
2011,1,17,4.4275,4.99,-0.5625,-0.112725450901804,0,0,3
2011,2,15,4.8025,4.99,-0.1875,-0.0375751503006012,0,0,1
2011,3,28,4.956,4.956,0,0,0,0,0
2011,4,21,4.8025,4.99,-0.1875,-0.0375751503006012,0,0,1
2011,5,31,4.3975,4.96,-0.5625,-0.112725450901804,0,0,3
2011,6,30,4.99,4.99,0,0,0,0,0
2011,7,28,4.59,4.59,0,0,0,0,0
2011,8,32,4.99,4.99,0,0,0,0,0
2011,9,14,4.99,4.99,0,0,0,0,0
2011,10,28,4.84,4.99,-0.15,-0.030060120240481,0,0,1
2011,11,35,4.63,4.99,-0.36,-0.0721442885771544,0,0,3
2011,12,18,4.99,4.99,0,0,0,0,0
2012,1,4,4.99,4.99,0,0,0,0,0
