"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,3,2,2.49,NA,NA,NA,0,1,0
2009,4,2,2.69,NA,NA,NA,0,2,0
2009,5,1,2.89,NA,NA,NA,0,1,0
2009,6,7,2.5,NA,NA,NA,0,2,0
2009,7,6,2.74,NA,NA,NA,2,4,0
2009,8,4,2.82333333333333,NA,NA,NA,0,3,0
2009,9,5,2.5,NA,NA,NA,0,2,0
2009,10,7,2.8675,2.6225,0.245,0.098,0,3,0
2010,10,6,2.99,2.99,0,0,0,0,0
2010,11,12,2.615,2.99,-0.375,-0.125418060200669,0,0,3
2010,12,20,2.99,2.99,0,0,0,0,0
2011,1,8,2.69,2.99,-0.3,-0.100334448160535,0,0,4
2011,2,16,2.54,2.74,-0.2,-0.0668896321070234,0,0,2
2011,3,13,2.69,2.69,0,0,0,0,0
2011,4,5,2.99,2.99,0,0,0,0,0
2011,5,7,2.69,3.065,-0.375,-0.125418060200669,0,0,3
2011,6,6,3.29,3.29,0,0,0,0,0
2011,7,6,2.84,3.29,-0.45,-0.13677811550152,0,0,3
2011,8,10,2.99,3.29,-0.3,-0.0911854103343465,0,0,2
2011,9,6,2.99,3.29,-0.3,-0.0911854103343465,0,0,1
2011,11,6,2.69,3.29,-0.6,-0.182370820668693,0,0,2
2011,12,5,3.29,3.29,0,0,0,0,0
2012,1,2,3.29,3.29,0,0,0,0,0
