"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,129,4.47333333333333,4.47333333333333,0,0,0,0,0
2009,2,32,4.59,4.59,0,0,0,0,0
2009,8,133,4.59,4.59,0,0,0,0,0
2009,9,146,4.512,4.512,0,0,0,0,0
2009,10,109,4.59,4.59,0,0,0,0,0
2009,11,119,4.59,4.59,0,0,0,0,0
2009,12,135,4.564,4.564,0,0,0,0,0
2010,1,113,4.57,4.57,0,0,0,0,0
2010,2,350,3.645,4.59,-0.945,-0.205882352941176,2,0,0
2010,3,137,4.512,4.512,0,0,0,0,0
2010,4,147,4.59,4.59,0,0,0,0,0
2010,5,143,4.4425,4.4425,0,0,0,0,0
2010,6,251,4.124,4.54,-0.416,-0.0906318082788671,1,0,0
2010,7,321,3.82,4.535,-0.715,-0.155773420479303,2,0,0
2010,8,378,3.9525,4.4875,-0.535,-0.116557734204793,1,1,0
2010,9,160,4.59,4.59,0,0,0,0,0
2010,10,139,4.59,4.59,0,0,0,0,0
2010,11,167,4.575,4.575,0,0,0,0,0
2010,12,141,4.456,4.572,-0.116,-0.0252723311546841,0,0,1
2011,1,162,4.59,4.59,0,0,0,0,0
2011,2,306,4.06,4.59,-0.53,-0.115468409586057,1,1,0
2011,3,294,4.334,4.75,-0.416,-0.0906318082788671,1,0,0
2011,4,159,4.79,4.79,0,0,0,0,0
2011,5,133,4.79,4.79,0,0,0,0,0
2011,6,203,4.786,4.786,0,0,0,0,0
2011,7,152,4.79,4.79,0,0,0,0,0
2011,8,392,3.554,4.66,-1.106,-0.237339055793991,2,3,1
2011,9,235,4.355,4.7,-0.345,-0.0740343347639485,0,0,1
2011,10,152,4.79,4.79,0,0,0,0,0
2011,11,168,4.79,4.79,0,0,0,0,0
2011,12,144,4.79,4.79,0,0,0,0,0
2012,1,31,4.79,4.79,0,0,0,0,0
