"YEAR","MONTH","TOT_UNITS","AVG_PRICE","AVG_BASE_PRICE","AVG_ABS_DISCOUNT","AVG_REL_DISCOUNT","TOT_FEATURE","TOT_DISPLAY","TOT_TPR_ONLY"
2009,1,1,3.99,3.99,0,0,0,0,0
2009,2,6,4.56,4.56,0,0,0,0,0
2009,3,4,4.61333333333333,4.61333333333333,0,0,0,0,0
2009,4,4,4.575,4.575,0,0,0,0,0
2009,5,7,4.51,4.51,0,0,0,0,0
2009,6,3,4.34,4.34,0,0,0,0,0
2009,7,3,3.73,4.46,-0.73,-0.163677130044843,0,0,1
2009,8,14,2.97333333333333,4.46,-1.48666666666667,-0.333333333333333,0,0,3
2009,9,12,2.998,3.6,-0.602,-0.134977578475336,0,0,2
2009,10,5,2.9825,3.06,-0.0775,-0.0253267973856209,0,0,1
2009,11,7,3.04333333333333,3.04333333333333,0,0,0,0,0
2009,12,9,3.02,3.084,-0.064,-0.0201892744479495,0,0,1
2010,1,8,2.95,3.125,-0.175,-0.055205047318612,0,0,2
2010,2,10,2.99666666666667,2.99666666666667,0,0,0,0,0
2010,3,7,3.01,3.01,0,0,0,0,0
2010,4,9,2.76,2.8775,-0.1175,-0.0431985294117647,0,0,1
2010,5,12,2.485,2.485,0,0,0,0,0
2010,6,5,2.7275,2.7275,0,0,0,0,0
2010,7,4,2.89,2.89,0,0,0,0,0
2010,8,5,2.94,2.94,0,0,0,0,0
2010,9,13,2.916,2.916,0,0,0,0,0
2010,10,9,2.965,2.965,0,0,0,0,0
2010,11,12,2.8475,2.8475,0,0,0,0,0
2010,12,8,2.89,2.965,-0.0750000000000001,-0.0250836120401338,0,0,1
2011,1,13,2.8325,2.8325,0,0,0,0,0
2011,2,11,2.9475,2.9475,0,0,0,0,0
2011,3,12,2.98,2.98,0,0,0,0,0
2011,4,11,2.9525,2.9525,0,0,0,0,0
2011,5,9,2.805,2.805,0,0,0,0,0
2011,6,9,2.99,2.99,0,0,0,0,0
2011,7,12,2.9525,2.9525,0,0,0,0,0
2011,8,11,2.896,2.956,-0.0600000000000001,-0.020066889632107,0,0,1
2011,9,6,2.94,2.94,0,0,0,0,0
2011,10,10,2.85,2.85,0,0,0,0,0
2011,11,4,2.99,2.99,0,0,0,0,0
2011,12,7,2.9,2.9,0,0,0,0,0
2012,1,4,2.79,2.79,0,0,0,0,0
