"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",12011,1111087395,12,10,10,38.4,3.2,3.2,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",12011,1111087395,9,7,7,29.34,3.26,3.26,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",12011,1111087395,11,10,8,36.3,3.3,3.3,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",12011,1111087395,8,6,6,26.32,3.29,3.29,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",12011,1111087395,12,9,9,38.4,3.2,3.2,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",12011,1111087395,10,10,10,33,3.3,3.3,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",12011,1111087395,21,19,19,68.04,3.24,3.24,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",12011,1111087395,6,6,6,20.04,3.34,3.34,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",12011,1111087395,17,9,9,55.93,3.29,3.29,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",12011,1111087395,15,10,10,49.65,3.31,3.31,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",12011,1111087395,7,7,7,22.4,3.2,3.2,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",12011,1111087395,12,11,10,38.4,3.2,3.2,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",12011,1111087395,8,6,6,26.4,3.3,3.3,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",12011,1111087395,18,15,14,56.7,3.15,3.15,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",12011,1111087395,13,12,12,41.34,3.18,3.18,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",12011,1111087395,12,11,11,39.6,3.3,3.3,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",12011,1111087395,41,31,31,134.07,3.27,3.3,1,1,0,2009-05-06,2009,5,6,-0.0299999999999998,-0.00909090909090903
"13-05-2009",12011,1111087395,54,43,43,174.96,3.24,3.3,1,1,0,2009-05-13,2009,5,13,-0.0599999999999996,-0.0181818181818181
"20-05-2009",12011,1111087395,17,13,13,55.08,3.24,3.24,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",12011,1111087395,13,10,10,41.99,3.23,3.23,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",12011,1111087395,10,10,10,32.4,3.24,3.24,0,0,0,2009-06-03,2009,6,3,0,0
