"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",613,7218063979,4,4,4,27.16,6.79,6.79,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",613,7218063979,1,1,1,6.79,6.79,6.79,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",613,7218063979,5,5,5,33.95,6.79,6.79,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",613,7218063979,7,6,6,47.53,6.79,6.79,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",613,7218063979,16,14,14,81.6,5.1,6.79,1,1,0,2009-02-11,2009,2,11,-1.69,-0.248895434462445
"18-02-2009",613,7218063979,16,14,14,82.08,5.13,6.79,0,1,0,2009-02-18,2009,2,18,-1.66,-0.244477172312224
"25-02-2009",613,7218063979,1,1,1,6.79,6.79,6.79,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",613,7218063979,2,2,2,13.58,6.79,6.79,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",613,7218063979,15,14,14,67.35,4.49,6.79,1,0,0,2009-03-11,2009,3,11,-2.3,-0.338733431516937
"18-03-2009",613,7218063979,22,18,18,98.78,4.49,6.79,1,1,0,2009-03-18,2009,3,18,-2.3,-0.338733431516937
"25-03-2009",613,7218063979,28,20,20,125.72,4.49,6.79,1,1,0,2009-03-25,2009,3,25,-2.3,-0.338733431516937
"01-04-2009",613,7218063979,2,2,2,13.58,6.79,6.79,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",613,7218063979,9,6,5,61.11,6.79,6.79,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",613,7218063979,8,7,7,54.8,6.85,6.85,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",613,7218063979,6,5,5,40.74,6.79,6.79,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",613,7218063979,12,8,7,81.48,6.79,6.79,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",613,7218063979,16,13,11,109.12,6.82,6.82,0,0,0,2009-05-06,2009,5,6,0,0
"13-05-2009",613,7218063979,2,2,2,13.58,6.79,6.79,0,0,0,2009-05-13,2009,5,13,0,0
"20-05-2009",613,7218063979,5,5,5,33.95,6.79,6.79,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",613,7218063979,4,4,3,27.16,6.79,6.79,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",613,7218063979,2,2,2,13.58,6.79,6.79,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",613,7218063979,7,6,6,47.53,6.79,6.79,0,0,0,2009-06-10,2009,6,10,0,0
"17-06-2009",613,7218063979,11,6,6,74.69,6.79,6.79,0,0,0,2009-06-17,2009,6,17,0,0
"24-06-2009",613,7218063979,4,3,3,24.56,6.14,6.14,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",613,7218063979,6,3,3,32.94,5.49,6.14,0,0,1,2009-07-01,2009,7,1,-0.649999999999999,-0.10586319218241
"08-07-2009",613,7218063979,5,4,4,27.45,5.49,6.14,0,0,1,2009-07-08,2009,7,8,-0.649999999999999,-0.10586319218241
"15-07-2009",613,7218063979,3,3,3,16.47,5.49,6.14,0,0,1,2009-07-15,2009,7,15,-0.649999999999999,-0.10586319218241
"22-07-2009",613,7218063979,12,10,9,76.8,6.4,6.4,0,0,0,2009-07-22,2009,7,22,0,0
"29-07-2009",613,7218063979,4,4,4,27.16,6.79,6.79,0,0,0,2009-07-29,2009,7,29,0,0
"05-08-2009",613,7218063979,5,4,4,33.95,6.79,6.79,0,0,0,2009-08-05,2009,8,5,0,0
"12-08-2009",613,7218063979,5,4,4,33.95,6.79,6.79,0,0,0,2009-08-12,2009,8,12,0,0
"19-08-2009",613,7218063979,5,4,4,35.95,7.19,7.19,0,0,0,2009-08-19,2009,8,19,0,0
"26-08-2009",613,7218063979,10,10,10,49.9,4.99,7.19,1,0,0,2009-08-26,2009,8,26,-2.2,-0.305980528511822
"02-09-2009",613,7218063979,10,8,8,49.9,4.99,7.19,0,0,1,2009-09-02,2009,9,2,-2.2,-0.305980528511822
"09-09-2009",613,7218063979,6,5,5,39.72,6.62,6.62,0,0,0,2009-09-09,2009,9,9,0,0
"16-09-2009",613,7218063979,1,1,1,6.49,6.49,6.49,0,0,0,2009-09-16,2009,9,16,0,0
"23-09-2009",613,7218063979,4,3,3,26.76,6.69,6.69,0,0,0,2009-09-23,2009,9,23,0,0
"30-09-2009",613,7218063979,3,2,2,19.47,6.49,6.49,0,0,0,2009-09-30,2009,9,30,0,0
"07-10-2009",613,7218063979,8,5,5,51.92,6.49,6.49,0,0,0,2009-10-07,2009,10,7,0,0
"14-10-2009",613,7218063979,19,16,16,94.81,4.99,6.49,1,0,0,2009-10-14,2009,10,14,-1.5,-0.231124807395994
"21-10-2009",613,7218063979,20,17,17,99.8,4.99,6.49,0,1,0,2009-10-21,2009,10,21,-1.5,-0.231124807395994
"28-10-2009",613,7218063979,5,4,4,32.45,6.49,6.49,0,0,0,2009-10-28,2009,10,28,0,0
"04-11-2009",613,7218063979,7,5,5,45.43,6.49,6.49,0,0,0,2009-11-04,2009,11,4,0,0
"11-11-2009",613,7218063979,3,2,2,19.47,6.49,6.49,0,0,0,2009-11-11,2009,11,11,0,0
"18-11-2009",613,7218063979,3,3,3,19.47,6.49,6.49,0,0,0,2009-11-18,2009,11,18,0,0
"25-11-2009",613,7218063979,4,4,4,25.96,6.49,6.49,0,0,0,2009-11-25,2009,11,25,0,0
"02-12-2009",613,7218063979,2,2,2,12.98,6.49,6.49,0,0,0,2009-12-02,2009,12,2,0,0
"09-12-2009",613,7218063979,1,1,1,6.49,6.49,6.49,0,0,0,2009-12-09,2009,12,9,0,0
"16-12-2009",613,7218063979,7,6,6,45.43,6.49,6.49,0,0,0,2009-12-16,2009,12,16,0,0
"23-12-2009",613,7218063979,5,4,4,32.45,6.49,6.49,0,0,0,2009-12-23,2009,12,23,0,0
"30-12-2009",613,7218063979,7,7,7,45.43,6.49,6.49,0,0,0,2009-12-30,2009,12,30,0,0
"06-01-2010",613,7218063979,36,31,31,146.88,4.08,6.49,1,1,0,2010-01-06,2010,1,6,-2.41,-0.371340523882897
"13-01-2010",613,7218063979,25,17,16,99.75,3.99,6.49,1,0,0,2010-01-13,2010,1,13,-2.5,-0.385208012326656
"20-01-2010",613,7218063979,8,6,6,51.92,6.49,6.49,0,0,0,2010-01-20,2010,1,20,0,0
"27-01-2010",613,7218063979,2,2,2,12.98,6.49,6.49,0,0,0,2010-01-27,2010,1,27,0,0
"03-02-2010",613,7218063979,6,4,4,43.74,7.29,7.29,0,0,0,2010-02-03,2010,2,3,0,0
"10-02-2010",613,7218063979,6,5,5,38.94,6.49,7.29,0,0,1,2010-02-10,2010,2,10,-0.8,-0.109739368998628
"17-02-2010",613,7218063979,6,6,6,38.94,6.49,7.29,0,0,1,2010-02-17,2010,2,17,-0.8,-0.109739368998628
"24-02-2010",613,7218063979,3,2,2,19.47,6.49,7.29,0,0,1,2010-02-24,2010,2,24,-0.8,-0.109739368998628
"03-03-2010",613,7218063979,16,14,14,79.84,4.99,7.29,1,0,0,2010-03-03,2010,3,3,-2.3,-0.315500685871056
"10-03-2010",613,7218063979,3,2,2,19.47,6.49,7.29,0,0,1,2010-03-10,2010,3,10,-0.8,-0.109739368998628
"17-03-2010",613,7218063979,1,1,1,6.49,6.49,7.29,0,0,1,2010-03-17,2010,3,17,-0.8,-0.109739368998628
"24-03-2010",613,7218063979,1,1,1,6.49,6.49,7.29,0,0,1,2010-03-24,2010,3,24,-0.8,-0.109739368998628
"31-03-2010",613,7218063979,6,5,5,38.94,6.49,6.49,0,0,0,2010-03-31,2010,3,31,0,0
"07-04-2010",613,7218063979,14,13,13,72.1,5.15,6.49,1,1,0,2010-04-07,2010,4,7,-1.34,-0.206471494607088
"14-04-2010",613,7218063979,3,2,2,19.47,6.49,6.49,0,0,0,2010-04-14,2010,4,14,0,0
"21-04-2010",613,7218063979,4,3,3,25.96,6.49,6.49,0,0,0,2010-04-21,2010,4,21,0,0
"28-04-2010",613,7218063979,3,3,3,20.28,6.76,6.76,0,0,0,2010-04-28,2010,4,28,0,0
"05-05-2010",613,7218063979,13,11,11,64.87,4.99,6.76,1,0,0,2010-05-05,2010,5,5,-1.77,-0.261834319526627
"12-05-2010",613,7218063979,20,18,17,104.4,5.22,6.76,1,1,0,2010-05-12,2010,5,12,-1.54,-0.227810650887574
"19-05-2010",613,7218063979,7,5,5,45.43,6.49,6.49,0,0,0,2010-05-19,2010,5,19,0,0
"26-05-2010",613,7218063979,4,2,2,25.96,6.49,6.49,0,0,0,2010-05-26,2010,5,26,0,0
"02-06-2010",613,7218063979,4,4,4,25.96,6.49,6.49,0,0,0,2010-06-02,2010,6,2,0,0
"09-06-2010",613,7218063979,5,5,5,32.45,6.49,6.49,0,0,0,2010-06-09,2010,6,9,0,0
"16-06-2010",613,7218063979,2,1,1,12.98,6.49,6.49,0,0,0,2010-06-16,2010,6,16,0,0
"23-06-2010",613,7218063979,11,8,8,66.55,6.05,6.05,0,0,0,2010-06-23,2010,6,23,0,0
"30-06-2010",613,7218063979,4,4,4,21.16,5.29,6.05,0,0,1,2010-06-30,2010,6,30,-0.76,-0.125619834710744
"07-07-2010",613,7218063979,7,7,7,37.03,5.29,6.05,0,0,1,2010-07-07,2010,7,7,-0.76,-0.125619834710744
"14-07-2010",613,7218063979,3,3,3,15.87,5.29,6.05,0,0,1,2010-07-14,2010,7,14,-0.76,-0.125619834710744
"21-07-2010",613,7218063979,2,2,2,10.58,5.29,6.05,0,0,1,2010-07-21,2010,7,21,-0.76,-0.125619834710744
"28-07-2010",613,7218063979,6,4,4,37.74,6.29,6.29,0,0,0,2010-07-28,2010,7,28,0,0
"04-08-2010",613,7218063979,2,2,2,12.98,6.49,6.49,0,0,0,2010-08-04,2010,8,4,0,0
"11-08-2010",613,7218063979,1,1,1,6.49,6.49,6.49,0,0,0,2010-08-11,2010,8,11,0,0
"18-08-2010",613,7218063979,5,4,4,34.85,6.97,6.97,0,0,0,2010-08-18,2010,8,18,0,0
"25-08-2010",613,7218063979,3,2,2,21.87,7.29,7.29,0,0,0,2010-08-25,2010,8,25,0,0
"01-09-2010",613,7218063979,3,2,2,21.87,7.29,7.29,0,0,0,2010-09-01,2010,9,1,0,0
"08-09-2010",613,7218063979,2,1,1,14.58,7.29,7.29,0,0,0,2010-09-08,2010,9,8,0,0
"22-09-2010",613,7218063979,1,1,1,7.29,7.29,7.29,0,0,0,2010-09-22,2010,9,22,0,0
"29-09-2010",613,7218063979,8,6,6,35.92,4.49,7.29,1,1,0,2010-09-29,2010,9,29,-2.8,-0.384087791495199
"06-10-2010",613,7218063979,12,10,10,53.88,4.49,7.29,1,0,0,2010-10-06,2010,10,6,-2.8,-0.384087791495199
"20-10-2010",613,7218063979,1,1,1,7.29,7.29,7.29,0,0,0,2010-10-20,2010,10,20,0,0
"27-10-2010",613,7218063979,10,7,7,44.9,4.49,7.29,1,0,0,2010-10-27,2010,10,27,-2.8,-0.384087791495199
"03-11-2010",613,7218063979,12,11,11,53.88,4.49,7.29,1,1,0,2010-11-03,2010,11,3,-2.8,-0.384087791495199
"10-11-2010",613,7218063979,2,2,2,8.98,4.49,7.29,0,0,1,2010-11-10,2010,11,10,-2.8,-0.384087791495199
"17-11-2010",613,7218063979,2,2,2,11.78,5.89,7.29,0,0,1,2010-11-17,2010,11,17,-1.4,-0.1920438957476
"24-11-2010",613,7218063979,3,3,3,21.87,7.29,7.29,0,0,0,2010-11-24,2010,11,24,0,0
"01-12-2010",613,7218063979,6,5,5,43.74,7.29,7.29,0,0,0,2010-12-01,2010,12,1,0,0
"08-12-2010",613,7218063979,26,22,21,116.74,4.49,7.29,1,1,0,2010-12-08,2010,12,8,-2.8,-0.384087791495199
"15-12-2010",613,7218063979,18,15,15,80.82,4.49,7.29,0,0,1,2010-12-15,2010,12,15,-2.8,-0.384087791495199
"22-12-2010",613,7218063979,2,2,1,14.58,7.29,7.29,0,0,0,2010-12-22,2010,12,22,0,0
"29-12-2010",613,7218063979,3,3,3,21.87,7.29,7.29,0,0,0,2010-12-29,2010,12,29,0,0
"05-01-2011",613,7218063979,5,5,5,36.45,7.29,7.29,0,0,0,2011-01-05,2011,1,5,0,0
"12-01-2011",613,7218063979,3,3,3,21.87,7.29,7.29,0,0,0,2011-01-12,2011,1,12,0,0
"19-01-2011",613,7218063979,22,15,15,109.78,4.99,7.29,1,1,0,2011-01-19,2011,1,19,-2.3,-0.315500685871056
"26-01-2011",613,7218063979,7,6,6,34.93,4.99,7.29,1,1,0,2011-01-26,2011,1,26,-2.3,-0.315500685871056
"02-02-2011",613,7218063979,1,1,1,7.29,7.29,7.29,0,0,0,2011-02-02,2011,2,2,0,0
"09-02-2011",613,7218063979,4,4,4,29.16,7.29,7.29,0,0,0,2011-02-09,2011,2,9,0,0
"16-02-2011",613,7218063979,12,11,11,57.84,4.82,7.29,1,0,0,2011-02-16,2011,2,16,-2.47,-0.338820301783265
"23-02-2011",613,7218063979,3,3,3,21.87,7.29,7.29,0,0,0,2011-02-23,2011,2,23,0,0
"02-03-2011",613,7218063979,5,5,5,36.45,7.29,7.29,0,0,0,2011-03-02,2011,3,2,0,0
"09-03-2011",613,7218063979,5,5,5,36.45,7.29,7.29,0,0,0,2011-03-09,2011,3,9,0,0
"16-03-2011",613,7218063979,2,2,2,14.58,7.29,7.29,0,0,0,2011-03-16,2011,3,16,0,0
"23-03-2011",613,7218063979,4,4,4,29.16,7.29,7.29,0,0,0,2011-03-23,2011,3,23,0,0
"30-03-2011",613,7218063979,1,1,1,7.29,7.29,7.29,0,0,0,2011-03-30,2011,3,30,0,0
"06-04-2011",613,7218063979,4,4,4,29.96,7.49,7.49,0,0,0,2011-04-06,2011,4,6,0,0
"13-04-2011",613,7218063979,5,4,4,37.45,7.49,7.49,0,0,0,2011-04-13,2011,4,13,0,0
"20-04-2011",613,7218063979,2,2,2,14.98,7.49,7.49,0,0,0,2011-04-20,2011,4,20,0,0
"27-04-2011",613,7218063979,2,2,2,14.98,7.49,7.49,0,0,0,2011-04-27,2011,4,27,0,0
"04-05-2011",613,7218063979,6,5,5,36.6,6.1,7.49,0,0,1,2011-05-04,2011,5,4,-1.39,-0.185580774365821
"11-05-2011",613,7218063979,16,13,13,75.36,4.71,7.49,1,1,0,2011-05-11,2011,5,11,-2.78,-0.371161548731642
"18-05-2011",613,7218063979,27,24,24,128.79,4.77,7.49,1,1,0,2011-05-18,2011,5,18,-2.72,-0.363150867823765
"25-05-2011",613,7218063979,5,4,4,37.45,7.49,7.49,0,0,0,2011-05-25,2011,5,25,0,0
"01-06-2011",613,7218063979,4,3,3,29.96,7.49,7.49,0,0,0,2011-06-01,2011,6,1,0,0
"08-06-2011",613,7218063979,6,5,5,44.94,7.49,7.49,0,0,0,2011-06-08,2011,6,8,0,0
"15-06-2011",613,7218063979,4,4,4,29.96,7.49,7.49,0,0,0,2011-06-15,2011,6,15,0,0
"22-06-2011",613,7218063979,2,2,2,15.38,7.69,7.69,0,0,0,2011-06-22,2011,6,22,0,0
