"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",19523,1111087398,21,15,13,68.04,3.24,3.33,1,0,0,2009-01-14,2009,1,14,-0.0899999999999999,-0.027027027027027
"21-01-2009",19523,1111087398,19,13,11,62.32,3.28,3.28,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",19523,1111087398,20,13,13,65.4,3.27,3.27,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",19523,1111087398,18,13,13,59.04,3.28,3.28,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",19523,1111087398,22,13,13,71.06,3.23,3.23,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",19523,1111087398,21,15,15,69.93,3.33,3.33,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",19523,1111087398,19,15,15,61.75,3.25,3.25,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",19523,1111087398,22,13,13,72.16,3.28,3.28,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",19523,1111087398,14,10,10,45.08,3.22,3.22,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",19523,1111087398,16,12,11,51.2,3.2,3.2,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",19523,1111087398,16,10,10,52,3.25,3.25,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",19523,1111087398,14,11,11,45.78,3.27,3.27,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",19523,1111087398,19,12,12,61.75,3.25,3.25,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",19523,1111087398,18,11,11,59.04,3.28,3.28,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",19523,1111087398,23,14,14,76.13,3.31,3.31,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",19523,1111087398,23,18,18,75.9,3.3,3.3,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",19523,1111087398,25,16,15,81,3.24,3.24,0,0,0,2009-05-06,2009,5,6,0,0
"13-05-2009",19523,1111087398,22,13,11,72.38,3.29,3.24,1,0,0,2009-05-13,2009,5,13,0.0499999999999998,0.015432098765432
"20-05-2009",19523,1111087398,18,11,11,58.32,3.24,3.24,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",19523,1111087398,17,8,7,55.42,3.26,3.26,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",19523,1111087398,18,10,10,58.32,3.24,3.24,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",19523,1111087398,13,8,8,42.38,3.26,3.26,0,0,0,2009-06-10,2009,6,10,0,0
"17-06-2009",19523,1111087398,10,6,6,32.8,3.28,3.28,0,0,0,2009-06-17,2009,6,17,0,0
"24-06-2009",19523,1111087398,17,10,10,55.59,3.27,3.27,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",19523,1111087398,22,14,14,72.38,3.29,3.29,0,0,0,2009-07-01,2009,7,1,0,0
"08-07-2009",19523,1111087398,28,16,15,91,3.25,3.25,0,0,0,2009-07-08,2009,7,8,0,0
"15-07-2009",19523,1111087398,21,11,11,69.3,3.3,3.3,0,0,0,2009-07-15,2009,7,15,0,0
"22-07-2009",19523,1111087398,28,18,17,91.84,3.28,3.28,0,0,0,2009-07-22,2009,7,22,0,0
"29-07-2009",19523,1111087398,18,12,12,59.76,3.32,3.32,0,0,0,2009-07-29,2009,7,29,0,0
"05-08-2009",19523,1111087398,25,12,11,81.75,3.27,3.27,0,0,0,2009-08-05,2009,8,5,0,0
"12-08-2009",19523,1111087398,24,14,13,78.96,3.29,3.29,0,0,0,2009-08-12,2009,8,12,0,0
"19-08-2009",19523,1111087398,21,13,13,67.41,3.21,3.21,0,0,0,2009-08-19,2009,8,19,0,0
"26-08-2009",19523,1111087398,27,14,13,86.94,3.22,3.22,0,0,0,2009-08-26,2009,8,26,0,0
"02-09-2009",19523,1111087398,16,10,10,52.32,3.27,3.27,0,0,0,2009-09-02,2009,9,2,0,0
"09-09-2009",19523,1111087398,27,18,17,89.37,3.31,3.31,0,0,0,2009-09-09,2009,9,9,0,0
"16-09-2009",19523,1111087398,19,10,9,62.13,3.27,3.27,0,0,0,2009-09-16,2009,9,16,0,0
"23-09-2009",19523,1111087398,17,12,12,53.38,3.14,3.14,0,0,0,2009-09-23,2009,9,23,0,0
"30-09-2009",19523,1111087398,20,11,11,62,3.1,3.1,0,0,0,2009-09-30,2009,9,30,0,0
"07-10-2009",19523,1111087398,9,8,8,29.16,3.24,3.24,0,0,0,2009-10-07,2009,10,7,0,0
"14-10-2009",19523,1111087398,21,13,12,69.93,3.33,3.33,0,0,0,2009-10-14,2009,10,14,0,0
"21-10-2009",19523,1111087398,22,14,14,71.28,3.24,3.24,0,0,0,2009-10-21,2009,10,21,0,0
"28-10-2009",19523,1111087398,13,7,7,41.73,3.21,3.21,0,0,0,2009-10-28,2009,10,28,0,0
"04-11-2009",19523,1111087398,21,14,13,69.3,3.3,3.3,0,0,0,2009-11-04,2009,11,4,0,0
"11-11-2009",19523,1111087398,11,9,9,35.64,3.24,3.24,0,0,0,2009-11-11,2009,11,11,0,0
"18-11-2009",19523,1111087398,21,13,13,68.67,3.27,3.27,0,0,0,2009-11-18,2009,11,18,0,0
"25-11-2009",19523,1111087398,38,21,20,121.98,3.21,3.21,0,0,0,2009-11-25,2009,11,25,0,0
"02-12-2009",19523,1111087398,20,14,14,62.4,3.12,3.12,0,0,0,2009-12-02,2009,12,2,0,0
"09-12-2009",19523,1111087398,31,24,23,100.75,3.25,3.25,0,0,0,2009-12-09,2009,12,9,0,0
"16-12-2009",19523,1111087398,37,30,28,108.41,2.93,3.25,1,1,0,2009-12-16,2009,12,16,-0.32,-0.0984615384615384
"23-12-2009",19523,1111087398,35,24,23,101.5,2.9,3.25,0,0,1,2009-12-23,2009,12,23,-0.35,-0.107692307692308
"30-12-2009",19523,1111087398,36,24,24,105.12,2.92,3.25,1,0,0,2009-12-30,2009,12,30,-0.33,-0.101538461538462
"06-01-2010",19523,1111087398,35,27,26,102.9,2.94,3.25,1,0,0,2010-01-06,2010,1,6,-0.31,-0.0953846153846154
"13-01-2010",19523,1111087398,24,15,15,77.28,3.22,3.22,0,0,0,2010-01-13,2010,1,13,0,0
"20-01-2010",19523,1111087398,14,11,11,46.06,3.29,3.29,0,0,0,2010-01-20,2010,1,20,0,0
"27-01-2010",19523,1111087398,22,16,16,72.16,3.28,3.28,0,0,0,2010-01-27,2010,1,27,0,0
"03-02-2010",19523,1111087398,14,10,10,45.36,3.24,3.24,0,0,0,2010-02-03,2010,2,3,0,0
"10-02-2010",19523,1111087398,5,4,4,16.4,3.28,3.28,0,0,0,2010-02-10,2010,2,10,0,0
"17-02-2010",19523,1111087398,16,12,12,52,3.25,3.25,0,0,0,2010-02-17,2010,2,17,0,0
"24-02-2010",19523,1111087398,13,12,12,41.34,3.18,3.18,0,0,0,2010-02-24,2010,2,24,0,0
"03-03-2010",19523,1111087398,13,10,10,40.3,3.1,3.1,0,0,0,2010-03-03,2010,3,3,0,0
"10-03-2010",19523,1111087398,26,17,17,84.5,3.25,3.25,0,0,0,2010-03-10,2010,3,10,0,0
"17-03-2010",19523,1111087398,5,4,4,15.3,3.06,3.06,0,0,0,2010-03-17,2010,3,17,0,0
"24-03-2010",19523,1111087398,3,2,2,9.63,3.21,3.21,0,0,0,2010-03-24,2010,3,24,0,0
"31-03-2010",19523,1111087398,11,6,4,35.97,3.27,3.27,0,0,0,2010-03-31,2010,3,31,0,0
"07-04-2010",19523,1111087398,17,14,13,55.76,3.28,3.28,0,0,0,2010-04-07,2010,4,7,0,0
"14-04-2010",19523,1111087398,12,8,8,39.12,3.26,3.26,0,0,0,2010-04-14,2010,4,14,0,0
"21-04-2010",19523,1111087398,9,6,6,29.7,3.3,3.3,0,0,0,2010-04-21,2010,4,21,0,0
"28-04-2010",19523,1111087398,11,7,6,36.3,3.3,3.3,0,0,0,2010-04-28,2010,4,28,0,0
"05-05-2010",19523,1111087398,8,7,7,26.4,3.3,3.3,0,0,0,2010-05-05,2010,5,5,0,0
"12-05-2010",19523,1111087398,20,14,13,60.8,3.04,3.04,0,0,0,2010-05-12,2010,5,12,0,0
"19-05-2010",19523,1111087398,9,6,5,28.98,3.22,3.22,0,0,0,2010-05-19,2010,5,19,0,0
"26-05-2010",19523,1111087398,12,7,5,40.08,3.34,3.34,0,0,0,2010-05-26,2010,5,26,0,0
