"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",15547,1111087396,44,32,32,146.52,3.33,4,0,0,1,2009-01-14,2009,1,14,-0.67,-0.1675
"21-01-2009",15547,1111087396,20,12,12,66.4,3.32,4,0,0,1,2009-01-21,2009,1,21,-0.68,-0.17
"28-01-2009",15547,1111087396,32,21,21,105.6,3.3,4,1,0,0,2009-01-28,2009,1,28,-0.7,-0.175
"04-02-2009",15547,1111087396,28,18,18,91.28,3.26,4,0,0,1,2009-02-04,2009,2,4,-0.74,-0.185
"11-02-2009",15547,1111087396,6,4,4,19.62,3.27,4,0,0,1,2009-02-11,2009,2,11,-0.73,-0.1825
"18-02-2009",15547,1111087396,7,5,4,28,4,4,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",15547,1111087396,9,6,6,35.37,3.93,3.93,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",15547,1111087396,3,2,2,12,4,4,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",15547,1111087396,3,2,2,12,4,4,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",15547,1111087396,7,6,6,27.58,3.94,3.94,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",15547,1111087396,8,5,4,32,4,4,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",15547,1111087396,9,7,7,34.83,3.87,3.87,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",15547,1111087396,14,9,9,56,4,4,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",15547,1111087396,26,19,18,86.32,3.32,4,1,0,0,2009-04-15,2009,4,15,-0.68,-0.17
"22-04-2009",15547,1111087396,19,14,14,62.7,3.3,4,0,0,1,2009-04-22,2009,4,22,-0.7,-0.175
"29-04-2009",15547,1111087396,16,11,11,52.96,3.31,4,0,0,1,2009-04-29,2009,4,29,-0.69,-0.1725
"06-05-2009",15547,1111087396,31,19,18,102.61,3.31,4,1,0,0,2009-05-06,2009,5,6,-0.69,-0.1725
"13-05-2009",15547,1111087396,26,20,20,86.06,3.31,4,1,0,0,2009-05-13,2009,5,13,-0.69,-0.1725
"20-05-2009",15547,1111087396,6,5,5,24,4,4,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",15547,1111087396,8,5,4,32,4,4,0,0,0,2009-05-27,2009,5,27,0,0
