"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",21221,1111087398,76,53,53,250.8,3.3,3.94,0,1,0,2009-01-14,2009,1,14,-0.64,-0.16243654822335
"21-01-2009",21221,1111087398,70,53,53,234.5,3.35,3.94,0,0,1,2009-01-21,2009,1,21,-0.59,-0.149746192893401
"28-01-2009",21221,1111087398,47,35,33,157.45,3.35,3.94,1,1,0,2009-01-28,2009,1,28,-0.59,-0.149746192893401
"04-02-2009",21221,1111087398,48,36,35,158.88,3.31,3.94,0,0,1,2009-02-04,2009,2,4,-0.63,-0.15989847715736
"11-02-2009",21221,1111087398,27,20,20,109.08,4.04,4.04,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",21221,1111087398,21,16,16,82.53,3.93,4.04,0,1,0,2009-02-18,2009,2,18,-0.11,-0.0272277227722772
"25-02-2009",21221,1111087398,14,11,11,54.74,3.91,3.91,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",21221,1111087398,8,7,7,32.4,4.05,4.05,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",21221,1111087398,22,21,20,85.58,3.89,3.89,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",21221,1111087398,22,16,16,87.12,3.96,3.96,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",21221,1111087398,19,14,14,74.86,3.94,3.94,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",21221,1111087398,20,16,16,78.8,3.94,3.94,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",21221,1111087398,29,22,22,117.45,4.05,4.05,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",21221,1111087398,26,24,24,87.1,3.35,4.05,1,0,0,2009-04-15,2009,4,15,-0.7,-0.172839506172839
"22-04-2009",21221,1111087398,17,15,15,58.31,3.43,4.05,0,0,1,2009-04-22,2009,4,22,-0.62,-0.153086419753086
"29-04-2009",21221,1111087398,7,7,7,25.27,3.61,4.05,0,0,1,2009-04-29,2009,4,29,-0.44,-0.108641975308642
"06-05-2009",21221,1111087398,54,38,38,178.74,3.31,4.05,1,1,0,2009-05-06,2009,5,6,-0.74,-0.182716049382716
"13-05-2009",21221,1111087398,46,33,33,150.88,3.28,4.05,1,0,0,2009-05-13,2009,5,13,-0.77,-0.190123456790123
"20-05-2009",21221,1111087398,29,21,21,116.58,4.02,4.05,0,1,0,2009-05-20,2009,5,20,-0.0300000000000002,-0.00740740740740747
"27-05-2009",21221,1111087398,17,14,14,68,4,4,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",21221,1111087398,13,12,12,50.57,3.89,3.89,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",21221,1111087398,35,28,28,140,4,4,0,0,0,2009-06-10,2009,6,10,0,0
"17-06-2009",21221,1111087398,18,16,16,71.64,3.98,3.98,0,0,0,2009-06-17,2009,6,17,0,0
"24-06-2009",21221,1111087398,15,13,13,59.1,3.94,3.94,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",21221,1111087398,23,16,16,90.62,3.94,3.94,0,0,0,2009-07-01,2009,7,1,0,0
"08-07-2009",21221,1111087398,15,12,12,57.75,3.85,3.85,0,0,0,2009-07-08,2009,7,8,0,0
"15-07-2009",21221,1111087398,15,12,12,58.35,3.89,3.89,0,0,0,2009-07-15,2009,7,15,0,0
"22-07-2009",21221,1111087398,19,16,16,75.62,3.98,3.98,0,0,0,2009-07-22,2009,7,22,0,0
"29-07-2009",21221,1111087398,23,18,17,91.54,3.98,3.98,0,0,0,2009-07-29,2009,7,29,0,0
"05-08-2009",21221,1111087398,25,18,18,99.25,3.97,3.97,0,0,0,2009-08-05,2009,8,5,0,0
"12-08-2009",21221,1111087398,22,17,17,86.02,3.91,3.91,0,0,0,2009-08-12,2009,8,12,0,0
"19-08-2009",21221,1111087398,15,13,13,62.55,4.17,4.17,0,0,0,2009-08-19,2009,8,19,0,0
"26-08-2009",21221,1111087398,19,16,15,65.17,3.43,4.17,1,1,0,2009-08-26,2009,8,26,-0.74,-0.177458033573141
"02-09-2009",21221,1111087398,13,10,9,44.72,3.44,4.17,0,0,1,2009-09-02,2009,9,2,-0.73,-0.175059952038369
