"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",4503,31254742735,8,8,8,41.52,5.19,5.19,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",4503,31254742735,5,5,5,25.95,5.19,5.19,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",4503,31254742735,7,7,7,36.33,5.19,5.19,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",4503,31254742735,8,8,8,41.52,5.19,5.19,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",4503,31254742735,8,8,8,40.16,5.02,5.02,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",4503,31254742735,8,7,7,36,4.5,5.02,1,1,0,2009-02-18,2009,2,18,-0.52,-0.103585657370518
"25-02-2009",4503,31254742735,8,6,6,36,4.5,5.02,1,1,0,2009-02-25,2009,2,25,-0.52,-0.103585657370518
"04-03-2009",4503,31254742735,5,5,5,22.5,4.5,5.02,0,0,1,2009-03-04,2009,3,4,-0.52,-0.103585657370518
"11-03-2009",4503,31254742735,4,3,3,18,4.5,5.02,0,0,1,2009-03-11,2009,3,11,-0.52,-0.103585657370518
"18-03-2009",4503,31254742735,2,2,2,10.38,5.19,5.02,0,1,0,2009-03-18,2009,3,18,0.170000000000001,0.0338645418326695
"25-03-2009",4503,31254742735,4,4,4,20.76,5.19,5.02,0,1,0,2009-03-25,2009,3,25,0.170000000000001,0.0338645418326695
"01-04-2009",4503,31254742735,8,7,7,41.52,5.19,5.02,0,1,0,2009-04-01,2009,4,1,0.170000000000001,0.0338645418326695
"08-04-2009",4503,31254742735,9,9,9,46.71,5.19,5.02,0,1,0,2009-04-08,2009,4,8,0.170000000000001,0.0338645418326695
"15-04-2009",4503,31254742735,9,9,9,35.91,3.99,5.02,0,0,1,2009-04-15,2009,4,15,-1.03,-0.205179282868526
