"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"27-05-2009",23075,88491212971,3,3,3,3.87,1.29,1.29,0,0,0,2009-05-27,2009,5,27,0,0
"17-06-2009",23075,88491212971,5,5,5,13,2.6,2.6,0,0,0,2009-06-17,2009,6,17,0,0
"24-06-2009",23075,88491212971,22,21,21,57.2,2.6,2.6,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",23075,88491212971,8,8,8,20.8,2.6,2.6,0,0,0,2009-07-01,2009,7,1,0,0
"08-07-2009",23075,88491212971,12,12,12,31.2,2.6,2.6,0,0,0,2009-07-08,2009,7,8,0,0
"15-07-2009",23075,88491212971,23,22,22,59.8,2.6,2.6,0,0,0,2009-07-15,2009,7,15,0,0
"22-07-2009",23075,88491212971,31,31,31,80.6,2.6,2.6,0,0,0,2009-07-22,2009,7,22,0,0
"29-07-2009",23075,88491212971,21,21,21,54.6,2.6,2.6,0,0,0,2009-07-29,2009,7,29,0,0
"05-08-2009",23075,88491212971,29,28,28,74.53,2.57,2.57,0,0,0,2009-08-05,2009,8,5,0,0
"12-08-2009",23075,88491212971,49,45,45,98,2,2.57,1,1,0,2009-08-12,2009,8,12,-0.57,-0.221789883268482
"19-08-2009",23075,88491212971,22,22,22,57.2,2.6,2.6,0,0,0,2009-08-19,2009,8,19,0,0
"26-08-2009",23075,88491212971,27,24,24,70.2,2.6,2.6,0,0,0,2009-08-26,2009,8,26,0,0
"02-09-2009",23075,88491212971,22,21,21,57.2,2.6,2.6,0,0,0,2009-09-02,2009,9,2,0,0
"09-09-2009",23075,88491212971,25,25,25,65,2.6,2.6,0,0,0,2009-09-09,2009,9,9,0,0
"16-09-2009",23075,88491212971,32,29,29,83.2,2.6,2.6,0,0,0,2009-09-16,2009,9,16,0,0
"23-09-2009",23075,88491212971,24,24,24,59.76,2.49,2.49,0,0,0,2009-09-23,2009,9,23,0,0
"30-09-2009",23075,88491212971,23,21,21,59.8,2.6,2.6,0,0,0,2009-09-30,2009,9,30,0,0
"07-10-2009",23075,88491212971,21,21,21,54.6,2.6,2.6,0,0,0,2009-10-07,2009,10,7,0,0
"14-10-2009",23075,88491212971,22,22,22,57.2,2.6,2.6,0,0,0,2009-10-14,2009,10,14,0,0
"21-10-2009",23075,88491212971,18,18,18,46.8,2.6,2.6,0,0,0,2009-10-21,2009,10,21,0,0
"28-10-2009",23075,88491212971,60,46,44,126,2.1,2.6,1,1,0,2009-10-28,2009,10,28,-0.5,-0.192307692307692
"04-11-2009",23075,88491212971,23,23,23,59.8,2.6,2.6,0,0,0,2009-11-04,2009,11,4,0,0
"11-11-2009",23075,88491212971,27,27,26,70.2,2.6,2.6,0,0,0,2009-11-11,2009,11,11,0,0
"18-11-2009",23075,88491212971,33,30,30,85.8,2.6,2.6,0,0,0,2009-11-18,2009,11,18,0,0
"25-11-2009",23075,88491212971,31,30,29,78.12,2.52,2.52,0,0,0,2009-11-25,2009,11,25,0,0
"02-12-2009",23075,88491212971,21,21,20,54.6,2.6,2.6,0,0,0,2009-12-02,2009,12,2,0,0
"09-12-2009",23075,88491212971,68,61,61,136.68,2.01,2.6,1,1,0,2009-12-09,2009,12,9,-0.59,-0.226923076923077
"16-12-2009",23075,88491212971,63,55,54,126.63,2.01,2.6,0,0,1,2009-12-16,2009,12,16,-0.59,-0.226923076923077
"23-12-2009",23075,88491212971,18,18,18,46.26,2.57,2.57,0,0,0,2009-12-23,2009,12,23,0,0
"30-12-2009",23075,88491212971,12,11,11,31.2,2.6,2.6,0,0,0,2009-12-30,2009,12,30,0,0
"06-01-2010",23075,88491212971,71,62,61,142,2,2.6,1,1,0,2010-01-06,2010,1,6,-0.6,-0.230769230769231
"13-01-2010",23075,88491212971,47,38,38,94,2,2.6,0,0,1,2010-01-13,2010,1,13,-0.6,-0.230769230769231
"20-01-2010",23075,88491212971,9,9,9,23.4,2.6,2.6,0,0,0,2010-01-20,2010,1,20,0,0
"27-01-2010",23075,88491212971,8,8,8,20.8,2.6,2.6,0,0,0,2010-01-27,2010,1,27,0,0
"03-02-2010",23075,88491212971,12,11,11,31.2,2.6,2.6,0,0,0,2010-02-03,2010,2,3,0,0
"10-02-2010",23075,88491212971,17,16,16,44.2,2.6,2.6,0,0,0,2010-02-10,2010,2,10,0,0
"17-02-2010",23075,88491212971,18,16,16,46.8,2.6,2.6,0,0,0,2010-02-17,2010,2,17,0,0
"24-02-2010",23075,88491212971,16,16,16,41.6,2.6,2.6,0,0,0,2010-02-24,2010,2,24,0,0
"03-03-2010",23075,88491212971,17,16,16,44.2,2.6,2.6,0,0,0,2010-03-03,2010,3,3,0,0
"10-03-2010",23075,88491212971,9,8,8,23.4,2.6,2.6,0,0,0,2010-03-10,2010,3,10,0,0
"17-03-2010",23075,88491212971,6,6,6,15.6,2.6,2.6,0,0,0,2010-03-17,2010,3,17,0,0
"24-03-2010",23075,88491212971,6,6,6,15.6,2.6,2.6,0,0,0,2010-03-24,2010,3,24,0,0
"31-03-2010",23075,88491212971,8,8,8,20.8,2.6,2.6,0,0,0,2010-03-31,2010,3,31,0,0
"07-04-2010",23075,88491212971,94,62,61,182.36,1.94,2.6,1,1,0,2010-04-07,2010,4,7,-0.66,-0.253846153846154
"14-04-2010",23075,88491212971,16,16,16,41.6,2.6,2.6,0,0,0,2010-04-14,2010,4,14,0,0
"21-04-2010",23075,88491212971,22,21,21,57.2,2.6,2.6,0,0,0,2010-04-21,2010,4,21,0,0
"28-04-2010",23075,88491212971,6,6,5,15.6,2.6,2.6,0,0,0,2010-04-28,2010,4,28,0,0
"05-05-2010",23075,88491212971,10,10,10,26,2.6,2.6,0,0,0,2010-05-05,2010,5,5,0,0
"12-05-2010",23075,88491212971,7,6,6,18.2,2.6,2.6,0,0,0,2010-05-12,2010,5,12,0,0
"19-05-2010",23075,88491212971,10,10,10,26,2.6,2.6,0,0,0,2010-05-19,2010,5,19,0,0
"26-05-2010",23075,88491212971,19,19,19,49.4,2.6,2.6,0,0,0,2010-05-26,2010,5,26,0,0
"02-06-2010",23075,88491212971,10,10,9,26,2.6,2.6,0,0,0,2010-06-02,2010,6,2,0,0
"09-06-2010",23075,88491212971,10,9,9,26,2.6,2.6,0,0,0,2010-06-09,2010,6,9,0,0
"16-06-2010",23075,88491212971,17,16,16,44.2,2.6,2.6,0,0,0,2010-06-16,2010,6,16,0,0
"23-06-2010",23075,88491212971,125,95,94,187.5,1.5,2.6,1,1,0,2010-06-23,2010,6,23,-1.1,-0.423076923076923
"30-06-2010",23075,88491212971,105,86,85,157.5,1.5,2.6,0,1,0,2010-06-30,2010,6,30,-1.1,-0.423076923076923
"07-07-2010",23075,88491212971,103,73,73,154.5,1.5,2.6,1,1,0,2010-07-07,2010,7,7,-1.1,-0.423076923076923
"14-07-2010",23075,88491212971,109,68,65,163.5,1.5,2.6,1,1,0,2010-07-14,2010,7,14,-1.1,-0.423076923076923
"21-07-2010",23075,88491212971,22,22,22,48.4,2.2,2.6,0,0,1,2010-07-21,2010,7,21,-0.4,-0.153846153846154
"28-07-2010",23075,88491212971,31,29,29,68.2,2.2,2.6,0,0,1,2010-07-28,2010,7,28,-0.4,-0.153846153846154
