"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"18-03-2009",367,7797502248,3,2,2,7.47,2.49,2.49,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",367,7797502248,3,2,1,7.47,2.49,2.49,0,0,0,2009-03-25,2009,3,25,0,0
"08-04-2009",367,7797502248,6,5,5,14.94,2.49,2.49,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",367,7797502248,7,6,6,9.66,1.38,2.49,0,1,0,2009-04-15,2009,4,15,-1.11,-0.445783132530121
"22-04-2009",367,7797502248,8,6,6,16,2,2.49,0,1,0,2009-04-22,2009,4,22,-0.49,-0.196787148594378
"29-04-2009",367,7797502248,9,8,7,18,2,2.49,0,1,0,2009-04-29,2009,4,29,-0.49,-0.196787148594378
"06-05-2009",367,7797502248,5,5,5,11.95,2.39,2.49,0,1,0,2009-05-06,2009,5,6,-0.1,-0.0401606425702812
"13-05-2009",367,7797502248,4,4,4,9.96,2.49,2.49,0,0,0,2009-05-13,2009,5,13,0,0
"20-05-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",367,7797502248,3,3,3,7.47,2.49,2.49,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",367,7797502248,4,4,4,9.96,2.49,2.49,0,1,0,2009-06-03,2009,6,3,0,0
"10-06-2009",367,7797502248,2,2,2,4.98,2.49,2.49,0,0,0,2009-06-10,2009,6,10,0,0
"17-06-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-06-17,2009,6,17,0,0
"01-07-2009",367,7797502248,6,5,5,10.74,1.79,2.49,0,0,1,2009-07-01,2009,7,1,-0.7,-0.281124497991968
"08-07-2009",367,7797502248,4,4,4,7.16,1.79,2.49,0,0,1,2009-07-08,2009,7,8,-0.7,-0.281124497991968
"15-07-2009",367,7797502248,2,2,2,3.58,1.79,2.49,0,0,1,2009-07-15,2009,7,15,-0.7,-0.281124497991968
"22-07-2009",367,7797502248,3,3,3,7.47,2.49,2.49,0,0,0,2009-07-22,2009,7,22,0,0
"05-08-2009",367,7797502248,5,5,5,12.45,2.49,2.49,0,0,0,2009-08-05,2009,8,5,0,0
"12-08-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-08-12,2009,8,12,0,0
"19-08-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-08-19,2009,8,19,0,0
"02-09-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-09-02,2009,9,2,0,0
"09-09-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-09-09,2009,9,9,0,0
"16-09-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-09-16,2009,9,16,0,0
"30-09-2009",367,7797502248,1,1,1,2.49,2.49,2.49,0,0,0,2009-09-30,2009,9,30,0,0
"07-10-2009",367,7797502248,1,1,1,1.79,1.79,2.49,0,0,1,2009-10-07,2009,10,7,-0.7,-0.281124497991968
"14-10-2009",367,7797502248,4,4,4,7.16,1.79,2.49,0,0,1,2009-10-14,2009,10,14,-0.7,-0.281124497991968
"21-10-2009",367,7797502248,4,4,4,7.16,1.79,2.49,0,0,1,2009-10-21,2009,10,21,-0.7,-0.281124497991968
"28-10-2009",367,7797502248,3,3,3,5.37,1.79,2.49,0,0,1,2009-10-28,2009,10,28,-0.7,-0.281124497991968
"04-11-2009",367,7797502248,5,3,3,12.45,2.49,2.49,0,0,0,2009-11-04,2009,11,4,0,0
"11-11-2009",367,7797502248,4,4,4,9.96,2.49,2.49,0,0,0,2009-11-11,2009,11,11,0,0
"18-11-2009",367,7797502248,6,6,6,14.94,2.49,2.49,0,0,0,2009-11-18,2009,11,18,0,0
"25-11-2009",367,7797502248,5,5,5,9.95,1.99,2.49,0,0,1,2009-11-25,2009,11,25,-0.5,-0.200803212851406
"02-12-2009",367,7797502248,2,2,2,3.98,1.99,2.49,0,0,1,2009-12-02,2009,12,2,-0.5,-0.200803212851406
"09-12-2009",367,7797502248,9,7,7,17.91,1.99,2.49,0,0,1,2009-12-09,2009,12,9,-0.5,-0.200803212851406
"16-12-2009",367,7797502248,3,3,3,7.47,2.49,2.49,0,0,0,2009-12-16,2009,12,16,0,0
