"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",6431,7192100339,13,10,9,78.26,6.02,6.3,1,0,0,2009-01-14,2009,1,14,-0.28,-0.0444444444444445
"21-01-2009",6431,7192100339,12,10,10,70.8,5.9,6.3,1,0,0,2009-01-21,2009,1,21,-0.399999999999999,-0.0634920634920634
"28-01-2009",6431,7192100339,6,6,6,37.44,6.24,6.24,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",6431,7192100339,7,6,6,44.03,6.29,6.29,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",6431,7192100339,12,9,8,76.68,6.39,6.39,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",6431,7192100339,7,6,6,44.73,6.39,6.39,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",6431,7192100339,9,8,7,57.51,6.39,6.39,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",6431,7192100339,3,2,2,19.17,6.39,6.39,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",6431,7192100339,12,10,10,71.88,5.99,5.99,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",6431,7192100339,6,6,6,35.94,5.99,5.99,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",6431,7192100339,14,14,13,83.86,5.99,5.99,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",6431,7192100339,14,12,11,79.1,5.65,5.99,1,1,0,2009-04-01,2009,4,1,-0.34,-0.0567612687813021
"08-04-2009",6431,7192100339,11,10,10,60.39,5.49,5.99,1,1,0,2009-04-08,2009,4,8,-0.5,-0.0834724540901502
"15-04-2009",6431,7192100339,9,9,9,59.31,6.59,5.99,0,1,0,2009-04-15,2009,4,15,0.6,0.10016694490818
"22-04-2009",6431,7192100339,14,12,11,92.26,6.59,6.59,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",6431,7192100339,8,8,7,52.72,6.59,6.59,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",6431,7192100339,7,6,6,46.13,6.59,6.59,0,0,0,2009-05-06,2009,5,6,0,0
"13-05-2009",6431,7192100339,12,12,10,79.08,6.59,6.59,0,0,0,2009-05-13,2009,5,13,0,0
"20-05-2009",6431,7192100339,7,6,6,46.13,6.59,6.59,0,0,0,2009-05-20,2009,5,20,0,0
