"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",25233,3800031838,36,36,34,101.16,2.81,2.81,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",25233,3800031838,52,48,46,150.28,2.89,2.89,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",25233,3800031838,47,47,44,135.83,2.89,2.89,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",25233,3800031838,62,62,57,179.18,2.89,2.89,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",25233,3800031838,55,54,52,133.1,2.42,2.89,0,0,1,2009-02-11,2009,2,11,-0.47,-0.162629757785467
"18-02-2009",25233,3800031838,59,57,56,161.66,2.74,2.74,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",25233,3800031838,37,36,34,101.01,2.73,2.73,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",25233,3800031838,63,61,61,167.58,2.66,2.66,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",25233,3800031838,46,46,46,126.96,2.76,2.76,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",25233,3800031838,61,60,58,173.24,2.84,2.84,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",25233,3800031838,42,42,40,118.44,2.82,2.82,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",25233,3800031838,46,46,46,130.18,2.83,2.83,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",25233,3800031838,46,44,44,130.18,2.83,2.83,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",25233,3800031838,46,45,44,130.18,2.83,2.83,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",25233,3800031838,38,37,37,106.78,2.81,2.81,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",25233,3800031838,29,29,28,83.81,2.89,2.89,0,0,0,2009-04-29,2009,4,29,0,0
