"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",25253,1111009497,51,46,42,62.22,1.22,1.21,0,1,0,2009-01-14,2009,1,14,0.01,0.00826446280991736
"21-01-2009",25253,1111009497,85,71,69,84.15,0.99,1.21,1,1,0,2009-01-21,2009,1,21,-0.22,-0.181818181818182
"28-01-2009",25253,1111009497,48,43,39,47.04,0.98,1.21,0,1,0,2009-01-28,2009,1,28,-0.23,-0.190082644628099
"04-02-2009",25253,1111009497,20,17,14,24,1.2,1.21,0,1,0,2009-02-04,2009,2,4,-0.01,-0.00826446280991736
"11-02-2009",25253,1111009497,44,41,37,54.12,1.23,1.21,0,1,0,2009-02-11,2009,2,11,0.02,0.0165289256198347
"18-02-2009",25253,1111009497,34,31,29,41.48,1.22,1.22,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",25253,1111009497,35,33,31,34.3,0.98,1.22,0,1,0,2009-02-25,2009,2,25,-0.24,-0.19672131147541
"04-03-2009",25253,1111009497,57,46,45,55.86,0.98,1.22,1,1,0,2009-03-04,2009,3,4,-0.24,-0.19672131147541
"11-03-2009",25253,1111009497,32,31,30,32.64,1.02,1.22,0,1,0,2009-03-11,2009,3,11,-0.2,-0.163934426229508
"18-03-2009",25253,1111009497,13,13,10,12.22,0.94,1.22,0,0,1,2009-03-18,2009,3,18,-0.28,-0.229508196721312
"25-03-2009",25253,1111009497,32,29,26,38.72,1.21,1.21,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",25253,1111009497,21,19,17,23.31,1.11,1.11,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",25253,1111009497,21,14,13,25.83,1.23,1.23,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",25253,1111009497,29,24,24,35.09,1.21,1.21,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",25253,1111009497,34,27,27,36.04,1.06,1.21,0,1,0,2009-04-22,2009,4,22,-0.15,-0.12396694214876
"29-04-2009",25253,1111009497,37,35,35,36.26,0.98,1.21,0,1,0,2009-04-29,2009,4,29,-0.23,-0.190082644628099
"06-05-2009",25253,1111009497,29,24,24,34.51,1.19,1.21,0,1,0,2009-05-06,2009,5,6,-0.02,-0.0165289256198347
"13-05-2009",25253,1111009497,34,31,31,41.82,1.23,1.21,0,1,0,2009-05-13,2009,5,13,0.02,0.0165289256198347
"20-05-2009",25253,1111009497,25,20,20,30.25,1.21,1.21,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",25253,1111009497,15,12,12,18.15,1.21,1.21,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",25253,1111009497,21,17,17,26.04,1.24,1.24,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",25253,1111009497,24,18,17,28.32,1.18,1.18,0,0,0,2009-06-10,2009,6,10,0,0
"17-06-2009",25253,1111009497,18,17,13,21.78,1.21,1.21,0,0,0,2009-06-17,2009,6,17,0,0
"24-06-2009",25253,1111009497,16,13,10,19.04,1.19,1.19,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",25253,1111009497,19,18,17,23.18,1.22,1.22,0,0,0,2009-07-01,2009,7,1,0,0
"08-07-2009",25253,1111009497,23,17,15,27.6,1.2,1.2,0,0,0,2009-07-08,2009,7,8,0,0
"15-07-2009",25253,1111009497,31,24,22,37.82,1.22,1.22,0,0,0,2009-07-15,2009,7,15,0,0
"22-07-2009",25253,1111009497,34,26,23,41.14,1.21,1.21,0,0,0,2009-07-22,2009,7,22,0,0
"29-07-2009",25253,1111009497,10,10,7,11.7,1.17,1.17,0,0,0,2009-07-29,2009,7,29,0,0
"05-08-2009",25253,1111009497,8,5,4,9.6,1.2,1.2,0,0,0,2009-08-05,2009,8,5,0,0
"12-08-2009",25253,1111009497,17,15,13,20.06,1.18,1.18,0,0,0,2009-08-12,2009,8,12,0,0
"19-08-2009",25253,1111009497,14,13,12,17.08,1.22,1.22,0,0,0,2009-08-19,2009,8,19,0,0
"26-08-2009",25253,1111009497,21,19,17,25.41,1.21,1.21,0,0,0,2009-08-26,2009,8,26,0,0
"02-09-2009",25253,1111009497,20,17,13,24,1.2,1.2,0,0,0,2009-09-02,2009,9,2,0,0
"09-09-2009",25253,1111009497,24,23,20,29.04,1.21,1.21,0,0,0,2009-09-09,2009,9,9,0,0
"16-09-2009",25253,1111009497,74,64,58,71.78,0.97,1.21,1,1,0,2009-09-16,2009,9,16,-0.24,-0.198347107438017
"23-09-2009",25253,1111009497,40,34,32,48,1.2,1.21,0,1,0,2009-09-23,2009,9,23,-0.01,-0.00826446280991736
"30-09-2009",25253,1111009497,42,35,34,50.4,1.2,1.21,0,1,0,2009-09-30,2009,9,30,-0.01,-0.00826446280991736
"07-10-2009",25253,1111009497,44,41,36,53.24,1.21,1.21,0,1,0,2009-10-07,2009,10,7,0,0
"14-10-2009",25253,1111009497,41,39,37,50.02,1.22,1.21,0,1,0,2009-10-14,2009,10,14,0.01,0.00826446280991736
"21-10-2009",25253,1111009497,54,51,47,66.42,1.23,1.21,0,1,0,2009-10-21,2009,10,21,0.02,0.0165289256198347
"28-10-2009",25253,1111009497,46,42,38,56.12,1.22,1.21,0,1,0,2009-10-28,2009,10,28,0.01,0.00826446280991736
"04-11-2009",25253,1111009497,51,47,43,61.71,1.21,1.21,0,1,0,2009-11-04,2009,11,4,0,0
"11-11-2009",25253,1111009497,71,62,58,87.33,1.23,1.21,0,1,0,2009-11-11,2009,11,11,0.02,0.0165289256198347
"18-11-2009",25253,1111009497,64,54,49,71.04,1.11,1.21,0,1,0,2009-11-18,2009,11,18,-0.0999999999999999,-0.0826446280991734
"25-11-2009",25253,1111009497,77,71,69,73.92,0.96,1.21,0,1,0,2009-11-25,2009,11,25,-0.25,-0.206611570247934
"02-12-2009",25253,1111009497,47,42,38,46.06,0.98,1.21,0,1,0,2009-12-02,2009,12,2,-0.23,-0.190082644628099
"09-12-2009",25253,1111009497,84,77,74,82.32,0.98,1.21,1,1,0,2009-12-09,2009,12,9,-0.23,-0.190082644628099
"16-12-2009",25253,1111009497,89,75,68,86.33,0.97,1.21,1,1,0,2009-12-16,2009,12,16,-0.24,-0.198347107438017
"23-12-2009",25253,1111009497,56,52,49,54.32,0.97,1.21,0,1,0,2009-12-23,2009,12,23,-0.24,-0.198347107438017
"30-12-2009",25253,1111009497,55,50,46,53.9,0.98,1.21,0,1,0,2009-12-30,2009,12,30,-0.23,-0.190082644628099
"06-01-2010",25253,1111009497,108,95,91,105.84,0.98,1.21,1,1,0,2010-01-06,2010,1,6,-0.23,-0.190082644628099
"13-01-2010",25253,1111009497,76,63,59,74.48,0.98,1.21,0,1,0,2010-01-13,2010,1,13,-0.23,-0.190082644628099
"20-01-2010",25253,1111009497,72,62,58,70.56,0.98,1.21,0,1,0,2010-01-20,2010,1,20,-0.23,-0.190082644628099
"27-01-2010",25253,1111009497,47,47,45,54.05,1.15,1.21,0,1,0,2010-01-27,2010,1,27,-0.0600000000000001,-0.0495867768595042
