"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",21485,1600027528,20,20,6,83,4.15,4.15,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",21485,1600027528,8,7,5,33.2,4.15,4.15,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",21485,1600027528,7,7,6,29.05,4.15,4.15,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",21485,1600027528,9,12,7,37.35,4.15,4.15,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",21485,1600027528,27,23,18,74.52,2.76,4.15,1,0,0,2009-02-11,2009,2,11,-1.39,-0.334939759036145
"18-02-2009",21485,1600027528,25,22,17,69.75,2.79,4.15,1,0,0,2009-02-18,2009,2,18,-1.36,-0.327710843373494
"25-02-2009",21485,1600027528,12,12,8,49.8,4.15,4.15,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",21485,1600027528,13,12,5,53.95,4.15,4.15,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",21485,1600027528,9,9,6,37.35,4.15,4.15,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",21485,1600027528,4,3,1,16.6,4.15,4.15,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",21485,1600027528,14,14,8,58.1,4.15,4.15,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",21485,1600027528,12,12,6,49.8,4.15,4.15,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",21485,1600027528,14,13,9,58.1,4.15,4.15,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",21485,1600027528,18,17,14,74.7,4.15,4.15,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",21485,1600027528,12,11,7,49.8,4.15,4.15,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",21485,1600027528,13,14,12,53.95,4.15,4.15,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",21485,1600027528,17,15,8,70.55,4.15,4.15,0,0,0,2009-05-06,2009,5,6,0,0
"13-05-2009",21485,1600027528,14,15,10,58.1,4.15,4.15,0,0,0,2009-05-13,2009,5,13,0,0
"20-05-2009",21485,1600027528,12,12,11,49.8,4.15,4.15,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",21485,1600027528,10,9,8,41.5,4.15,4.15,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",21485,1600027528,19,17,11,78.85,4.15,4.15,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",21485,1600027528,17,15,12,70.55,4.15,4.15,0,0,0,2009-06-10,2009,6,10,0,0
