"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",25261,1111085345,34,25,24,58.82,1.73,1.73,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",25261,1111085345,32,28,28,57.6,1.8,1.8,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",25261,1111085345,32,32,30,58.24,1.82,1.82,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",25261,1111085345,26,24,22,47.32,1.82,1.82,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",25261,1111085345,36,31,30,61.56,1.71,1.71,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",25261,1111085345,34,21,21,53.38,1.57,1.57,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",25261,1111085345,37,29,29,59.94,1.62,1.62,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",25261,1111085345,53,42,42,85.86,1.62,1.62,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",25261,1111085345,46,32,31,73.14,1.59,1.59,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",25261,1111085345,45,35,34,72.45,1.61,1.61,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",25261,1111085345,48,36,36,77.28,1.61,1.61,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",25261,1111085345,21,21,19,37.59,1.79,1.79,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",25261,1111085345,21,18,17,38.43,1.83,1.83,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",25261,1111085345,21,16,16,37.59,1.79,1.79,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",25261,1111085345,19,16,16,33.63,1.77,1.77,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",25261,1111085345,20,17,17,36.8,1.84,1.84,0,0,0,2009-04-29,2009,4,29,0,0
