"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",13859,3800031838,22,22,22,65.78,2.99,2.99,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",13859,3800031838,32,30,30,95.68,2.99,2.99,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",13859,3800031838,34,31,31,101.66,2.99,2.99,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",13859,3800031838,17,17,17,50.83,2.99,2.99,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",13859,3800031838,30,27,27,75.3,2.51,2.99,0,0,1,2009-02-11,2009,2,11,-0.48,-0.160535117056856
"18-02-2009",13859,3800031838,20,20,20,53.8,2.69,2.99,0,0,1,2009-02-18,2009,2,18,-0.3,-0.100334448160535
"25-02-2009",13859,3800031838,15,15,15,41.85,2.79,2.79,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",13859,3800031838,22,22,20,62.7,2.85,2.85,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",13859,3800031838,21,19,19,56.49,2.69,2.69,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",13859,3800031838,20,18,17,59.8,2.99,2.99,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",13859,3800031838,17,16,16,50.83,2.99,2.99,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",13859,3800031838,21,20,20,59.85,2.85,2.85,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",13859,3800031838,18,17,17,50.76,2.82,2.82,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",13859,3800031838,22,20,20,65.78,2.99,2.99,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",13859,3800031838,27,27,27,77.76,2.88,2.88,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",13859,3800031838,24,23,23,71.76,2.99,2.99,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",13859,3800031838,34,33,33,92.82,2.73,2.73,0,0,0,2009-05-06,2009,5,6,0,0
"13-05-2009",13859,3800031838,209,170,166,420.09,2.01,2.73,1,1,0,2009-05-13,2009,5,13,-0.72,-0.263736263736264
"20-05-2009",13859,3800031838,33,31,31,89.76,2.72,2.72,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",13859,3800031838,11,11,11,32.89,2.99,2.99,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",13859,3800031838,40,38,38,116.8,2.92,2.92,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",13859,3800031838,78,75,74,195,2.5,2.92,1,1,0,2009-06-10,2009,6,10,-0.42,-0.143835616438356
"17-06-2009",13859,3800031838,84,76,74,210.84,2.51,2.92,1,1,0,2009-06-17,2009,6,17,-0.41,-0.14041095890411
"24-06-2009",13859,3800031838,21,21,21,62.79,2.99,2.99,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",13859,3800031838,30,30,30,89.7,2.99,2.99,0,0,0,2009-07-01,2009,7,1,0,0
"08-07-2009",13859,3800031838,20,18,18,59.8,2.99,2.99,0,0,0,2009-07-08,2009,7,8,0,0
"15-07-2009",13859,3800031838,20,20,19,59.8,2.99,2.99,0,0,0,2009-07-15,2009,7,15,0,0
