"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",25261,1600027528,26,24,24,114.14,4.39,4.39,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",25261,1600027528,30,25,25,116.7,3.89,4.39,0,0,1,2009-01-21,2009,1,21,-0.5,-0.113895216400911
"28-01-2009",25261,1600027528,21,20,19,92.19,4.39,4.39,0,0,0,2009-01-28,2009,1,28,0,0
"04-02-2009",25261,1600027528,20,17,17,87.8,4.39,4.39,0,0,0,2009-02-04,2009,2,4,0,0
"11-02-2009",25261,1600027528,102,90,88,255,2.5,4.39,1,1,0,2009-02-11,2009,2,11,-1.89,-0.430523917995444
"18-02-2009",25261,1600027528,72,61,60,180,2.5,4.39,1,1,0,2009-02-18,2009,2,18,-1.89,-0.430523917995444
"25-02-2009",25261,1600027528,35,33,33,126,3.6,4.39,0,1,0,2009-02-25,2009,2,25,-0.79,-0.17995444191344
"04-03-2009",25261,1600027528,47,37,36,165.44,3.52,4.39,0,1,0,2009-03-04,2009,3,4,-0.87,-0.198177676537585
"11-03-2009",25261,1600027528,23,23,23,100.97,4.39,4.39,0,0,0,2009-03-11,2009,3,11,0,0
"18-03-2009",25261,1600027528,25,19,19,109.75,4.39,4.39,0,0,0,2009-03-18,2009,3,18,0,0
"25-03-2009",25261,1600027528,19,17,17,83.41,4.39,4.39,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",25261,1600027528,29,25,25,118.61,4.09,4.09,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",25261,1600027528,24,23,23,105.36,4.39,4.39,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",25261,1600027528,22,19,19,94.38,4.29,4.29,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",25261,1600027528,22,20,20,96.58,4.39,4.39,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",25261,1600027528,21,19,19,92.19,4.39,4.39,0,0,0,2009-04-29,2009,4,29,0,0
"06-05-2009",25261,1600027528,18,15,15,79.02,4.39,4.39,0,0,0,2009-05-06,2009,5,6,0,0
"13-05-2009",25261,1600027528,29,24,24,127.31,4.39,4.39,0,0,0,2009-05-13,2009,5,13,0,0
"20-05-2009",25261,1600027528,10,7,7,43.9,4.39,4.39,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",25261,1600027528,13,12,12,52.65,4.05,4.05,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",25261,1600027528,24,19,19,105.36,4.39,4.39,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",25261,1600027528,23,19,19,96.83,4.21,4.21,0,0,0,2009-06-10,2009,6,10,0,0
